city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg
Beijing,20190324,5.875,43.041666666666664,0.4320833333333333,85.5,35.625,79.0,67.95833333333333
Changchun,20190324,12.0,25.958333333333332,0.61875,51.875,21.708333333333332,78.0,48.208333333333336
Changsha,20190324,7.041666666666667,44.958333333333336,0.6829166666666667,43.8235294117647,44.666666666666664,49.0,62.125
Chengdu,20190324,5.041666666666667,48.125,0.6525,67.91666666666667,38.416666666666664,62.0,59.791666666666664
Chongqing,20190324,5.583333333333333,37.833333333333336,0.625,43.25,28.333333333333332,37.0,42.833333333333336
Fuzhou,20190324,4.833333333333333,20.75,0.47875,41.904761904761905,26.75,99.0,46.416666666666664
Guangzhou,20190324,4.125,30.833333333333332,0.7645833333333334,22.25,12.041666666666666,34.0,23.5
Guiyang,20190324,10.541666666666666,19.208333333333332,0.52625,48.583333333333336,29.291666666666668,50.0,46.625
Haikou,20190324,4.625,16.458333333333332,0.6516666666666667,21.5,7.833333333333333,51.0,21.666666666666668
Hangzhou,20190324,10.958333333333334,51.958333333333336,0.7658333333333333,97.29166666666667,58.416666666666664,135.0,79.41666666666667
Harbin,20190324,14.166666666666666,32.5,0.7508333333333334,55.666666666666664,33.291666666666664,79.0,57.166666666666664
Hefei,20190324,12.125,71.41666666666667,0.8229166666666666,96.66666666666667,56.291666666666664,94.0,79.125
Hohhot,20190324,20.125,53.25,1.1070833333333334,90.41666666666667,44.166666666666664,93.0,71.83333333333333
Jinan,20190324,17.125,39.541666666666664,0.59375,127.375,51.291666666666664,137.0,88.91666666666667
Kunming,20190324,11.25,34.5,0.8191666666666667,66.41666666666667,47.833333333333336,115.0,67.79166666666667
Lanzhou,20190324,14.125,50.666666666666664,0.6554166666666666,115.45833333333333,37.208333333333336,117.0,83.0
Lhasa,20190324,4.208333333333333,17.083333333333332,0.47458333333333336,29.291666666666668,11.541666666666666,99.0,31.375
Nanchang,20190324,6.833333333333333,44.25,0.4808333333333333,58.125,27.083333333333332,60.0,53.291666666666664
Nanjing,20190324,14.625,44.25,0.80125,98.04166666666667,62.333333333333336,125.0,85.54166666666667
Nanning,20190324,8.291666666666666,27.458333333333332,0.7058333333333334,29.583333333333332,16.833333333333332,41.0,30.5
Shanghai,20190324,6.541666666666667,35.125,0.5945833333333334,53.541666666666664,35.25,122.0,55.0
Shenyang,20190324,22.875,31.666666666666668,1.0325,164.91666666666666,41.541666666666664,92.0,110.625
Shijiazhuang,20190324,18.958333333333332,53.958333333333336,0.6429166666666667,117.70833333333333,40.5,89.0,84.0
Taiyuan,20190324,27.791666666666668,55.0,0.9654166666666667,107.5,40.5,98.0,79.0
Tianjin,20190324,12.791666666666666,36.791666666666664,0.6699999999999999,81.83333333333333,37.0,90.0,66.04166666666667
Urumqi,20190324,14.208333333333334,59.0,1.19625,136.16666666666666,59.833333333333336,106.0,93.375
Wuhan,20190324,11.916666666666666,61.041666666666664,0.9500000000000001,96.95833333333333,56.541666666666664,58.0,77.70833333333333
Xi'an,20190324,9.875,75.33333333333333,0.69,117.5,47.041666666666664,74.0,84.0
Xining,20190324,13.0,28.791666666666668,0.8025000000000001,107.75,39.583333333333336,104.0,79.20833333333333
Yinchuan,20190324,13.375,53.458333333333336,0.7933333333333333,87.29166666666667,31.583333333333332,104.0,68.83333333333333
Zhengzhou,20190324,14.208333333333334,54.75,0.7200000000000001,128.875,55.916666666666664,125.0,92.79166666666667
