city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg
Beijing,20190617,2.9166666666666665,30.583333333333332,0.8654166666666666,58.5,50.541666666666664,156.0,73.45833333333333
Changchun,20190617,4.666666666666667,41.666666666666664,0.5820833333333334,46.583333333333336,19.875,107.0,44.833333333333336
Changsha,20190617,4.541666666666667,19.333333333333332,0.66625,29.083333333333332,22.166666666666668,60.0,32.625
Chengdu,20190617,5.083333333333333,36.708333333333336,0.7320833333333333,40.583333333333336,26.416666666666668,89.0,40.875
Chongqing,20190617,4.666666666666667,38.541666666666664,0.8654166666666666,34.916666666666664,24.0,50.0,35.291666666666664
Fuzhou,20190617,4.333333333333333,12.041666666666666,0.515,43.958333333333336,22.75,109.0,43.166666666666664
Guangzhou,20190617,6.0,30.958333333333332,0.71,39.75,20.958333333333332,147.0,43.791666666666664
Guiyang,20190617,5.875,18.083333333333332,0.69625,27.166666666666668,14.583333333333334,47.0,27.166666666666668
Haikou,20190617,4.958333333333333,12.333333333333334,0.535,23.0,9.208333333333334,66.0,23.0
Hangzhou,20190617,5.375,34.791666666666664,0.6366666666666666,48.416666666666664,27.083333333333332,139.0,47.625
Harbin,20190617,7.166666666666667,29.791666666666668,0.445,31.333333333333332,11.083333333333334,102.0,34.333333333333336
Hefei,20190617,3.375,30.458333333333332,0.6325,43.30434782608695,21.916666666666668,157.0,42.541666666666664
Hohhot,20190617,9.791666666666666,34.333333333333336,0.7029166666666667,37.791666666666664,17.875,159.0,43.958333333333336
Jinan,20190617,16.875,36.083333333333336,0.7095833333333333,97.29166666666667,39.0,253.0,90.91666666666667
Kunming,20190617,8.958333333333334,24.5,0.5766666666666667,31.416666666666668,14.333333333333334,89.0,32.041666666666664
Lanzhou,20190617,15.041666666666666,52.791666666666664,0.8620833333333334,60.208333333333336,22.375,142.0,58.375
Lhasa,20190617,6.5,9.375,0.49416666666666664,26.333333333333332,11.458333333333334,116.0,34.416666666666664
Nanchang,20190617,4.958333333333333,20.541666666666668,0.5825,43.041666666666664,25.458333333333332,93.0,43.208333333333336
Nanjing,20190617,11.291666666666666,36.458333333333336,0.7904166666666667,78.79166666666667,44.541666666666664,209.0,68.29166666666667
Nanning,20190617,5.333333333333333,13.958333333333334,0.61625,24.916666666666668,10.958333333333334,86.0,26.291666666666668
Shanghai,20190617,8.208333333333334,31.458333333333332,0.4825,43.904761904761905,32.416666666666664,175.0,54.458333333333336
Shenyang,20190617,20.125,38.083333333333336,0.8620833333333334,48.708333333333336,26.958333333333332,120.0,47.125
Shijiazhuang,20190617,8.75,21.541666666666668,0.6825,65.79166666666667,30.875,207.0,70.25
Taiyuan,20190617,10.0,27.75,0.9058333333333334,51.708333333333336,34.75,202.0,70.95833333333333
Tianjin,20190617,13.916666666666666,35.291666666666664,1.0295833333333333,53.166666666666664,32.875,149.0,52.333333333333336
Urumqi,20190617,6.583333333333333,16.083333333333332,0.4254166666666667,31.083333333333332,11.458333333333334,114.0,35.666666666666664
Wuhan,20190617,4.791666666666667,26.083333333333332,0.9025,26.083333333333332,17.541666666666668,78.0,28.666666666666668
Xi'an,20190617,5.833333333333333,40.0,0.585,52.208333333333336,24.791666666666668,122.0,49.333333333333336
Xining,20190617,17.916666666666668,33.708333333333336,0.9695833333333334,35.916666666666664,23.416666666666668,123.0,39.5
Yinchuan,20190617,9.625,41.166666666666664,0.5741666666666667,49.541666666666664,18.625,140.0,50.625
Zhengzhou,20190617,5.75,29.291666666666668,0.625,94.5,27.666666666666668,184.0,77.0
