city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg
Beijing,20190607,2.4583333333333335,20.666666666666668,0.6904166666666667,63.5625,60.291666666666664,178.0,82.41666666666667
Changchun,20190607,5.333333333333333,38.5,0.6545833333333334,52.541666666666664,28.416666666666668,141.0,56.333333333333336
Changsha,20190607,5.125,16.75,0.98875,28.958333333333332,22.0,108.0,34.208333333333336
Chengdu,20190607,5.5,17.125,0.7083333333333334,35.458333333333336,21.541666666666668,159.0,43.541666666666664
Chongqing,20190607,7.791666666666667,32.208333333333336,0.7733333333333333,38.041666666666664,21.166666666666668,143.0,42.375
Fuzhou,20190607,5.333333333333333,20.5,0.6025,47.5,24.125,84.0,46.541666666666664
Guangzhou,20190607,5.916666666666667,23.0,0.5495833333333333,23.541666666666668,10.75,79.0,25.333333333333332
Guiyang,20190607,6.791666666666667,19.166666666666668,0.5962500000000001,26.375,13.375,98.0,30.875
Haikou,20190607,4.625,8.25,0.3466666666666667,15.583333333333334,6.708333333333333,62.0,16.75
Hangzhou,20190607,6.166666666666667,17.708333333333332,0.5433333333333333,38.833333333333336,20.291666666666668,158.0,43.25
Harbin,20190607,10.25,34.666666666666664,0.5241666666666667,34.5,12.916666666666666,104.0,35.458333333333336
Hefei,20190607,2.125,23.0,0.6841666666666667,39.75,23.25,163.0,46.583333333333336
Hohhot,20190607,7.333333333333333,22.5,0.5916666666666667,49.875,14.25,136.0,45.625
Jinan,20190607,12.166666666666666,22.875,0.5495833333333333,51.25,23.0,185.0,61.208333333333336
Kunming,20190607,7.708333333333333,17.791666666666668,0.45708333333333334,27.75,14.75,100.0,29.916666666666668
Lanzhou,20190607,23.375,35.666666666666664,0.48625,60.125,23.791666666666668,127.0,54.333333333333336
Lhasa,20190607,5.458333333333333,10.208333333333334,0.3879166666666667,26.541666666666668,14.166666666666666,116.0,33.5
Nanchang,20190607,5.291666666666667,13.583333333333334,0.7329166666666667,25.583333333333332,10.75,115.0,29.916666666666668
Nanjing,20190607,7.791666666666667,17.791666666666668,0.5820833333333334,32.958333333333336,17.625,171.0,42.083333333333336
Nanning,20190607,5.916666666666667,14.125,0.51375,26.541666666666668,10.291666666666666,54.0,26.541666666666668
Shanghai,20190607,5.5,22.5,0.525,25.666666666666668,17.875,110.0,30.541666666666668
Shenyang,20190607,16.875,27.666666666666668,1.0275,56.041666666666664,30.708333333333332,146.0,52.625
Shijiazhuang,20190607,12.208333333333334,28.416666666666668,1.0366666666666666,94.20833333333333,57.708333333333336,197.0,83.04166666666667
Taiyuan,20190607,12.125,37.416666666666664,0.9720833333333334,77.45833333333333,51.75,169.0,73.66666666666667
Tianjin,20190607,6.208333333333333,29.041666666666668,0.7479166666666667,60.43478260869565,47.958333333333336,211.0,79.79166666666667
Urumqi,20190607,6.916666666666667,20.0,0.5645833333333333,59.791666666666664,14.916666666666666,110.0,50.666666666666664
Wuhan,20190607,6.5,27.208333333333332,0.9870833333333334,37.416666666666664,22.75,194.0,55.041666666666664
Xi'an,20190607,4.875,44.625,0.6854166666666667,55.666666666666664,25.5,203.0,66.54166666666667
Xining,20190607,17.5,17.666666666666668,0.68375,31.333333333333332,24.541666666666668,132.0,39.625
Yinchuan,20190607,12.833333333333334,32.958333333333336,0.7179166666666666,71.45833333333333,23.791666666666668,125.0,58.916666666666664
Zhengzhou,20190607,3.5833333333333335,24.25,0.8075,70.33333333333333,37.083333333333336,205.0,77.875
