date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20200127,0,七台河,51.0,36.0,46.0,44.0,70.0,9.0,11.0,14.0,33.0,80.0,84.0,76.0,76.0,0.8,1.2
20200127,0,三亚,11.0,6.0,8.0,6.0,15.0,4.0,4.0,6.0,6.0,35.0,60.0,29.0,57.0,0.7,0.5
20200127,0,三明,11.0,2.0,2.0,4.0,5.0,8.0,6.0,8.0,7.0,34.0,34.0,27.0,27.0,0.67,0.73
20200127,0,三门峡,103.0,77.0,123.0,70.0,109.0,6.0,7.0,10.0,13.0,84.0,96.0,86.0,91.0,0.9,1.3
20200127,0,上海,25.0,17.0,16.0,13.0,20.0,4.0,5.0,16.0,18.0,79.0,80.0,76.0,77.0,0.56,0.56
20200127,0,上饶,16.0,3.0,5.0,10.0,10.0,6.0,3.0,4.0,7.0,52.0,61.0,43.0,57.0,0.4,0.45
20200127,0,东莞,16.0,3.0,5.0,4.0,8.0,7.0,6.0,6.0,9.0,50.0,50.0,39.0,39.0,0.62,0.86
20200127,0,东营,73.0,53.0,69.0,70.0,87.0,7.0,8.0,5.0,8.0,72.0,89.0,78.0,83.0,0.42,0.67
20200127,0,中卫,68.0,49.0,44.0,51.0,46.0,10.0,9.0,16.0,17.0,60.0,84.0,69.0,79.0,1.05,0.8
20200127,0,中山,12.0,3.0,4.0,10.0,10.0,4.0,3.0,11.0,11.0,36.0,52.0,39.0,41.0,1.17,1.13
20200127,0,临夏州,176.0,133.0,82.0,189.0,113.0,20.0,17.0,32.0,19.0,23.0,87.0,62.0,81.0,2.45,1.55
20200127,0,临安,12.0,7.0,10.0,6.0,8.0,2.0,2.0,12.0,13.0,39.0,40.0,36.0,36.0,1.1,1.0
20200127,0,临汾,110.0,83.0,269.0,95.0,310.0,24.0,68.0,23.0,34.0,59.0,90.0,60.0,74.0,1.3,2.76
20200127,0,临沂,108.0,81.0,84.0,92.0,96.0,4.0,11.0,14.0,15.0,62.0,98.0,67.0,94.0,1.08,1.05
20200127,0,临沧,51.0,36.0,22.0,29.0,24.0,7.0,6.0,10.0,8.0,50.0,92.0,69.0,85.0,0.85,0.75
20200127,0,丹东,47.0,33.0,42.0,45.0,57.0,17.0,25.0,14.0,18.0,64.0,89.0,68.0,82.0,0.8,1.07
20200127,0,丽水,13.0,4.0,3.0,6.0,5.0,4.0,4.0,7.0,7.0,42.0,50.0,44.0,47.0,0.6,0.53
20200127,0,丽江,32.0,20.0,12.0,32.0,22.0,2.0,2.0,1.0,2.0,95.0,98.0,88.0,92.0,0.5,0.5
20200127,0,义乌,20.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,10.0,63.0,63.0,44.0,54.0,0.4,0.5
20200127,0,乌兰察布,74.0,54.0,51.0,66.0,59.0,23.0,28.0,45.0,37.0,43.0,95.0,61.0,83.0,0.95,0.95
20200127,0,乌海,86.0,64.0,83.0,86.0,106.0,35.0,27.0,16.0,21.0,93.0,107.0,100.0,101.0,1.17,1.3
20200127,0,乌鲁木齐,193.0,145.0,99.0,115.0,86.0,10.0,13.0,84.0,60.0,28.0,75.0,47.0,65.0,2.03,1.72
20200127,0,乐山,48.0,32.0,35.0,48.0,46.0,5.0,7.0,13.0,14.0,51.0,79.0,59.0,70.0,0.7,0.67
20200127,0,九江,17.0,12.0,11.0,14.0,12.0,5.0,6.0,12.0,8.0,44.0,61.0,43.0,56.0,0.51,0.33
20200127,0,乳山,35.0,16.0,44.0,35.0,65.0,14.0,14.0,10.0,14.0,82.0,97.0,86.0,92.0,1.4,1.7
20200127,0,云浮,11.0,6.0,7.0,7.0,11.0,10.0,12.0,13.0,12.0,35.0,38.0,32.0,32.0,0.9,1.0
20200127,0,五家渠,243.0,193.0,161.0,230.0,212.0,15.0,31.0,54.0,41.0,54.0,93.0,74.0,80.0,2.3,2.2
20200127,0,亳州,81.0,60.0,117.0,69.0,141.0,5.0,9.0,7.0,10.0,63.0,93.0,64.0,79.0,0.7,0.8
20200127,0,伊春,90.0,67.0,48.0,71.0,52.0,10.0,13.0,27.0,21.0,49.0,79.0,65.0,77.0,0.95,0.9
20200127,0,伊犁哈萨克州,96.0,72.0,63.0,85.0,74.0,26.0,22.0,43.0,38.0,30.0,72.0,51.0,62.0,1.83,2.2
20200127,0,佛山,11.0,4.0,4.0,8.0,6.0,5.0,5.0,12.0,11.0,32.0,47.0,37.0,40.0,1.05,1.1
20200127,0,佳木斯,89.0,66.0,52.0,74.0,59.0,12.0,12.0,22.0,16.0,66.0,90.0,73.0,84.0,0.78,0.7
20200127,0,保定,276.0,226.0,233.0,278.0,284.0,20.0,20.0,52.0,42.0,36.0,90.0,54.0,78.0,1.5,1.42
20200127,0,保山,43.0,30.0,27.0,18.0,20.0,6.0,7.0,6.0,7.0,81.0,104.0,84.0,93.0,0.5,0.5
20200127,0,信阳,128.0,97.0,77.0,107.0,90.0,5.0,5.0,15.0,14.0,63.0,85.0,63.0,76.0,1.02,0.88
20200127,0,克州,84.0,62.0,37.0,72.0,59.0,6.0,5.0,44.0,24.0,60.0,97.0,78.0,85.0,1.4,1.0
20200127,0,克拉玛依,94.0,70.0,73.0,85.0,92.0,7.0,9.0,26.0,28.0,68.0,88.0,71.0,73.0,1.3,1.26
20200127,0,六安,71.0,52.0,35.0,51.0,36.0,3.0,4.0,12.0,12.0,68.0,69.0,65.0,65.0,0.88,0.68
20200127,0,六盘水,53.0,37.0,25.0,43.0,33.0,12.0,17.0,6.0,10.0,70.0,91.0,74.0,83.0,0.75,0.95
20200127,0,兰州,81.0,60.0,59.0,81.0,74.0,12.0,16.0,47.0,43.0,25.0,84.0,47.0,68.0,1.3,1.25
20200127,0,兴安盟,81.0,60.0,48.0,78.0,58.0,11.0,12.0,23.0,19.0,38.0,75.0,38.0,65.0,1.37,0.97
20200127,0,内江,58.0,41.0,37.0,50.0,43.0,5.0,5.0,7.0,9.0,46.0,79.0,58.0,70.0,0.85,0.82
20200127,0,凉山州,29.0,20.0,24.0,24.0,29.0,8.0,9.0,7.0,10.0,57.0,89.0,71.0,83.0,0.6,0.75
20200127,0,包头,216.0,166.0,225.0,176.0,254.0,29.0,42.0,78.0,64.0,19.0,97.0,46.0,76.0,3.3,3.42
20200127,0,北京,256.0,206.0,152.0,185.0,147.0,11.0,11.0,48.0,38.0,38.0,88.0,56.0,75.0,2.36,1.67
20200127,0,北海,27.0,19.0,10.0,17.0,15.0,7.0,6.0,7.0,6.0,47.0,65.0,56.0,60.0,1.13,1.07
20200127,0,十堰,86.0,64.0,49.0,73.0,60.0,4.0,4.0,11.0,10.0,32.0,83.0,55.0,77.0,0.9,0.8
20200127,0,南京,26.0,12.0,23.0,11.0,25.0,3.0,3.0,11.0,15.0,82.0,85.0,80.0,80.0,0.36,0.46
20200127,0,南充,53.0,37.0,34.0,41.0,43.0,12.0,8.0,17.0,18.0,45.0,71.0,50.0,62.0,0.68,0.66
20200127,0,南宁,21.0,15.0,7.0,17.0,11.0,7.0,6.0,12.0,8.0,51.0,64.0,55.0,59.0,0.87,0.87
20200127,0,南平,14.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,44.0,46.0,38.0,39.0,0.37,0.5
20200127,0,南昌,21.0,15.0,9.0,12.0,9.0,3.0,2.0,8.0,8.0,45.0,58.0,46.0,56.0,0.63,0.4
20200127,0,南通,28.0,8.0,11.0,9.0,19.0,5.0,5.0,3.0,3.0,89.0,89.0,86.0,86.0,0.43,0.45
20200127,0,南阳,129.0,98.0,99.0,105.0,107.0,12.0,9.0,14.0,13.0,84.0,91.0,77.0,79.0,1.02,0.98
20200127,0,博州,96.0,72.0,65.0,109.0,97.0,19.0,21.0,76.0,34.0,13.0,89.0,47.0,78.0,3.8,1.7
20200127,0,即墨,73.0,53.0,74.0,63.0,86.0,12.0,15.0,10.0,13.0,65.0,96.0,66.0,82.0,0.95,1.1
20200127,0,厦门,16.0,11.0,7.0,16.0,9.0,4.0,3.0,9.0,9.0,45.0,74.0,51.0,65.0,0.37,0.37
20200127,0,双鸭山,81.0,60.0,32.0,78.0,51.0,25.0,23.0,16.0,15.0,89.0,94.0,87.0,88.0,0.6,0.6
