date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20200129,0,七台河,91.0,68.0,74.0,94.0,113.0,14.0,19.0,35.0,39.0,70.0,82.0,64.0,75.0,1.1,1.2
20200129,0,三亚,16.0,6.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,50.0,52.0,49.0,49.0,0.7,0.75
20200129,0,三明,20.0,13.0,9.0,11.0,11.0,7.0,6.0,4.0,7.0,64.0,65.0,55.0,55.0,0.67,0.7
20200129,0,三门峡,93.0,69.0,81.0,72.0,78.0,7.0,7.0,29.0,21.0,38.0,103.0,75.0,91.0,1.35,1.2
20200129,0,上海,108.0,81.0,83.0,59.0,66.0,6.0,6.0,24.0,25.0,49.0,69.0,53.0,62.0,1.11,1.1
20200129,0,上饶,47.0,33.0,24.0,34.0,30.0,3.0,4.0,7.0,7.0,49.0,71.0,56.0,63.0,0.8,0.7
20200129,0,东莞,31.0,22.0,13.0,18.0,12.0,10.0,7.0,9.0,7.0,56.0,70.0,60.0,65.0,0.6,0.62
20200129,0,东营,39.0,27.0,72.0,36.0,85.0,8.0,11.0,3.0,14.0,66.0,71.0,64.0,64.0,0.45,0.88
20200129,0,中卫,73.0,46.0,55.0,96.0,68.0,16.0,11.0,40.0,21.0,45.0,101.0,73.0,91.0,0.95,0.85
20200129,0,中山,26.0,18.0,14.0,21.0,17.0,5.0,4.0,15.0,10.0,51.0,90.0,69.0,79.0,0.6,0.67
20200129,0,临夏州,189.0,142.0,86.0,184.0,120.0,20.0,19.0,20.0,20.0,47.0,112.0,72.0,101.0,1.85,1.75
20200129,0,临安,47.0,33.0,25.0,33.0,22.0,1.0,2.0,9.0,10.0,27.0,44.0,38.0,40.0,1.1,1.3
20200129,0,临汾,206.0,156.0,146.0,171.0,165.0,41.0,37.0,42.0,33.0,28.0,84.0,54.0,70.0,2.4,2.3
20200129,0,临沂,109.0,82.0,51.0,81.0,59.0,19.0,20.0,20.0,17.0,63.0,98.0,78.0,89.0,1.1,1.0
20200129,0,临沧,56.0,40.0,26.0,36.0,28.0,5.0,5.0,10.0,9.0,49.0,84.0,64.0,80.0,0.9,0.85
20200129,0,丹东,114.0,86.0,45.0,114.0,63.0,33.0,32.0,33.0,26.0,44.0,78.0,49.0,67.0,2.25,1.2
20200129,0,丽水,12.0,8.0,7.0,12.0,11.0,4.0,4.0,8.0,6.0,27.0,50.0,33.0,46.0,0.73,0.77
20200129,0,丽江,23.0,15.0,11.0,22.0,21.0,4.0,4.0,3.0,4.0,72.0,94.0,81.0,89.0,0.4,0.45
20200129,0,义乌,28.0,18.0,17.0,28.0,22.0,4.0,4.0,10.0,8.0,41.0,55.0,43.0,52.0,0.8,0.8
20200129,0,乌兰察布,51.0,36.0,36.0,41.0,42.0,13.0,19.0,13.0,18.0,66.0,88.0,76.0,83.0,0.45,0.45
20200129,0,乌海,93.0,69.0,81.0,86.0,101.0,17.0,12.0,64.0,29.0,13.0,103.0,59.0,94.0,1.1,1.47
20200129,0,乌鲁木齐,58.0,41.0,105.0,47.0,94.0,8.0,8.0,33.0,53.0,66.0,93.0,62.0,79.0,1.08,1.65
20200129,0,乐山,53.0,37.0,34.0,42.0,43.0,5.0,6.0,17.0,14.0,29.0,50.0,28.0,43.0,0.8,0.77
20200129,0,九江,88.0,65.0,59.0,72.0,68.0,8.0,8.0,18.0,15.0,45.0,77.0,54.0,67.0,0.66,0.74
20200129,0,乳山,56.0,40.0,22.0,50.0,31.0,8.0,8.0,18.0,11.0,45.0,70.0,56.0,66.0,2.15,1.45
20200129,0,云浮,30.0,21.0,16.0,23.0,18.0,18.0,10.0,29.0,7.0,8.0,62.0,37.0,59.0,0.7,0.6
20200129,0,五家渠,201.0,151.0,172.0,189.0,225.0,12.0,14.0,21.0,32.0,96.0,108.0,98.0,98.0,1.9,2.2
20200129,0,亳州,120.0,91.0,92.0,106.0,102.0,5.0,5.0,34.0,13.0,25.0,103.0,59.0,95.0,0.95,0.75
20200129,0,伊春,70.0,51.0,45.0,56.0,53.0,7.0,9.0,14.0,24.0,63.0,67.0,53.0,57.0,0.8,1.05
20200129,0,伊犁哈萨克州,123.0,93.0,68.0,95.0,74.0,28.0,22.0,51.0,26.0,38.0,100.0,70.0,83.0,3.23,1.53
20200129,0,佛山,21.0,15.0,10.0,18.0,15.0,7.0,5.0,16.0,11.0,46.0,76.0,58.0,68.0,0.7,0.7
20200129,0,佳木斯,171.0,130.0,127.0,146.0,141.0,12.0,16.0,23.0,37.0,54.0,90.0,45.0,75.0,1.32,1.45
20200129,0,保定,288.0,238.0,250.0,286.0,300.0,13.0,15.0,49.0,42.0,48.0,97.0,70.0,87.0,1.68,2.03
20200129,0,保山,55.0,39.0,30.0,23.0,20.0,4.0,5.0,5.0,6.0,70.0,93.0,79.0,87.0,0.6,0.55
20200129,0,信阳,95.0,71.0,68.0,89.0,83.0,5.0,6.0,23.0,16.0,36.0,99.0,58.0,90.0,1.25,1.0
20200129,0,克州,71.0,52.0,39.0,81.0,66.0,5.0,5.0,28.0,21.0,67.0,119.0,100.0,108.0,1.6,1.5
20200129,0,克拉玛依,121.0,92.0,85.0,134.0,109.0,11.0,12.0,27.0,23.0,80.0,104.0,91.0,92.0,1.68,1.54
20200129,0,六安,64.0,46.0,62.0,49.0,69.0,4.0,4.0,15.0,12.0,61.0,92.0,73.0,82.0,0.6,0.73
20200129,0,六盘水,49.0,34.0,21.0,37.0,25.0,13.0,13.0,8.0,8.0,37.0,48.0,40.0,42.0,0.85,0.88
20200129,0,兰州,90.0,67.0,70.0,79.0,97.0,17.0,26.0,57.0,51.0,36.0,112.0,58.0,86.0,1.13,1.77
20200129,0,兴安盟,36.0,25.0,59.0,29.0,65.0,6.0,6.0,7.0,14.0,71.0,81.0,73.0,77.0,0.4,0.87
20200129,0,内江,58.0,41.0,45.0,48.0,50.0,4.0,4.0,12.0,12.0,31.0,56.0,36.0,44.0,0.95,0.95
20200129,0,凉山州,26.0,18.0,19.0,22.0,22.0,6.0,8.0,5.0,7.0,59.0,95.0,74.0,86.0,0.47,0.53
20200129,0,包头,219.0,169.0,178.0,208.0,216.0,23.0,41.0,67.0,65.0,17.0,77.0,15.0,59.0,2.5,3.14
20200129,0,北京,249.0,199.0,171.0,170.0,147.0,13.0,13.0,47.0,40.0,58.0,130.0,87.0,109.0,2.51,2.08
20200129,0,北海,61.0,44.0,32.0,44.0,35.0,7.0,7.0,9.0,7.0,63.0,72.0,67.0,69.0,0.7,0.63
20200129,0,十堰,46.0,32.0,31.0,34.0,40.0,3.0,3.0,11.0,10.0,34.0,91.0,53.0,74.0,0.87,0.8
20200129,0,南京,66.0,48.0,65.0,51.0,73.0,3.0,4.0,17.0,17.0,66.0,71.0,65.0,67.0,0.58,0.68
20200129,0,南充,68.0,49.0,47.0,63.0,56.0,12.0,9.0,22.0,17.0,20.0,50.0,32.0,45.0,0.88,0.82
20200129,0,南宁,59.0,42.0,27.0,40.0,28.0,7.0,7.0,12.0,8.0,57.0,67.0,60.0,63.0,0.7,0.64
20200129,0,南平,19.0,8.0,9.0,8.0,9.0,4.0,4.0,3.0,3.0,62.0,68.0,60.0,60.0,0.57,0.57
20200129,0,南昌,76.0,56.0,39.0,58.0,38.0,4.0,5.0,12.0,10.0,55.0,77.0,64.0,69.0,0.71,0.73
20200129,0,南通,88.0,65.0,86.0,79.0,88.0,7.0,6.0,22.0,19.0,52.0,66.0,50.0,55.0,0.93,1.03
20200129,0,南阳,105.0,79.0,85.0,82.0,93.0,8.0,9.0,18.0,13.0,55.0,90.0,70.0,77.0,0.94,0.96
20200129,0,博州,70.0,51.0,41.0,75.0,63.0,19.0,21.0,20.0,26.0,86.0,89.0,80.0,80.0,2.1,1.3
20200129,0,即墨,75.0,55.0,81.0,66.0,90.0,12.0,12.0,16.0,18.0,40.0,64.0,48.0,52.0,1.2,1.25
20200129,0,厦门,20.0,13.0,8.0,17.0,12.0,3.0,3.0,4.0,5.0,63.0,75.0,64.0,70.0,0.47,0.37
20200129,0,双鸭山,116.0,88.0,88.0,116.0,125.0,13.0,19.0,38.0,37.0,28.0,89.0,37.0,72.0,1.13,1.2
20200129,0,句容,68.0,49.0,63.0,63.0,87.0,3.0,4.0,6.0,7.0,56.0,69.0,55.0,62.0,0.85,1.1
20200129,0,台州,29.0,20.0,15.0,24.0,15.0,2.0,3.0,4.0,4.0,66.0,77.0,69.0,73.0,0.6,0.53
20200129,0,合肥,63.0,45.0,70.0,40.0,63.0,4.0,5.0,22.0,19.0,56.0,72.0,55.0,65.0,0.5,0.76
20200129,0,吉安,37.0,24.0,24.0,37.0,39.0,6.0,7.0,6.0,7.0,54.0,65.0,57.0,60.0,0.85,0.85
20200129,0,吉林,278.0,228.0,211.0,259.0,245.0,61.0,53.0,44.0,50.0,100.0,141.0,118.0,122.0,2.07,2.27
20200129,0,吐鲁番地区,111.0,84.0,68.0,133.0,98.0,12.0,12.0,47.0,33.0,59.0,86.0,77.0,83.0,2.5,1.75
20200129,0,吕梁,118.0,89.0,91.0,124.0,120.0,20.0,22.0,24.0,19.0,37.0,105.0,72.0,82.0,1.05,1.07
20200129,0,吴忠,136.0,104.0,88.0,118.0,104.0,19.0,17.0,41.0,25.0,28.0,95.0,62.0,83.0,1.47,1.0
20200129,0,吴江,94.0,70.0,67.0,88.0,81.0,6.0,6.0,11.0,13.0,63.0,66.0,57.0,60.0,0.75,0.9
20200129,0,周口,133.0,101.0,90.0,96.0,92.0,10.0,10.0,24.0,18.0,63.0,103.0,72.0,92.0,1.3,1.1
20200129,0,呼伦贝尔,79.0,58.0,54.0,63.0,63.0,3.0,4.0,24.0,24.0,43.0,64.0,47.0,57.0,0.7,0.7
20200129,0,呼和浩特,318.0,268.0,219.0,287.0,226.0,20.0,20.0,65.0,47.0,21.0,77.0,50.0,66.0,3.57,2.87
20200129,0,和田地区,154.0,118.0,71.0,171.0,124.0,52.0,35.0,66.0,36.0,33.0,97.0,67.0,90.0,3.05,1.7
20200129,0,咸宁,73.0,53.0,42.0,49.0,43.0,5.0,5.0,7.0,9.0,39.0,84.0,53.0,77.0,0.9,1.03
20200129,0,咸阳,113.0,85.0,92.0,94.0,98.0,6.0,7.0,32.0,21.0,38.0,87.0,61.0,77.0,1.17,1.2
20200129,0,哈密地区,113.0,85.0,89.0,100.0,113.0,5.0,18.0,39.0,26.0,45.0,88.0,66.0,80.0,1.6,1.6
