date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20200217,0,七台河,30.0,18.0,32.0,30.0,59.0,7.0,12.0,12.0,27.0,60.0,74.0,69.0,71.0,0.8,1.0
20200217,0,三亚,16.0,11.0,11.0,12.0,19.0,5.0,5.0,5.0,5.0,45.0,54.0,46.0,51.0,0.6,0.5
20200217,0,三明,10.0,7.0,5.0,9.0,9.0,4.0,7.0,6.0,7.0,28.0,56.0,44.0,50.0,0.4,0.67
20200217,0,三门峡,36.0,25.0,15.0,32.0,33.0,6.0,5.0,21.0,15.0,71.0,96.0,85.0,93.0,0.53,0.5
20200217,0,上海,33.0,23.0,25.0,30.0,36.0,6.0,6.0,13.0,15.0,71.0,83.0,76.0,79.0,0.57,0.61
20200217,0,上饶,36.0,22.0,9.0,36.0,16.0,4.0,4.0,7.0,4.0,63.0,82.0,73.0,76.0,0.4,0.4
20200217,0,东莞,18.0,2.0,1.0,9.0,4.0,8.0,7.0,7.0,8.0,59.0,59.0,49.0,49.0,0.62,0.74
20200217,0,东营,26.0,18.0,9.0,23.0,17.0,7.0,7.0,20.0,7.0,43.0,78.0,61.0,76.0,0.35,0.27
20200217,0,中卫,40.0,28.0,18.0,40.0,26.0,13.0,13.0,30.0,23.0,46.0,86.0,64.0,80.0,0.8,0.7
20200217,0,中山,14.0,2.0,2.0,8.0,3.0,4.0,3.0,11.0,10.0,44.0,48.0,45.0,45.0,0.6,0.63
20200217,0,临夏州,74.0,40.0,28.0,98.0,62.0,11.0,12.0,19.0,15.0,50.0,118.0,83.0,108.0,1.8,1.15
20200217,0,临安,46.0,32.0,27.0,35.0,19.0,2.0,3.0,11.0,10.0,28.0,56.0,44.0,48.0,1.0,1.0
20200217,0,临汾,21.0,15.0,7.0,21.0,14.0,16.0,7.0,19.0,10.0,52.0,96.0,72.0,82.0,0.46,0.38
20200217,0,临沂,49.0,34.0,15.0,37.0,30.0,34.0,11.0,28.0,13.0,44.0,87.0,67.0,82.0,0.75,0.53
20200217,0,临沧,70.0,51.0,40.0,51.0,48.0,7.0,8.0,13.0,11.0,60.0,113.0,84.0,103.0,0.8,0.75
20200217,0,丹东,59.0,11.0,21.0,67.0,87.0,11.0,15.0,5.0,10.0,68.0,84.0,71.0,76.0,0.38,0.53
20200217,0,丽水,15.0,7.0,5.0,15.0,11.0,5.0,4.0,6.0,5.0,34.0,75.0,53.0,70.0,0.47,0.57
20200217,0,丽江,24.0,17.0,21.0,20.0,25.0,7.0,7.0,4.0,5.0,74.0,91.0,79.0,87.0,0.65,0.7
20200217,0,义乌,17.0,12.0,5.0,16.0,6.0,3.0,3.0,11.0,8.0,52.0,77.0,63.0,73.0,0.3,0.35
20200217,0,乌兰察布,23.0,8.0,8.0,15.0,11.0,15.0,16.0,4.0,5.0,73.0,78.0,73.0,75.0,0.2,0.2
20200217,0,乌海,45.0,28.0,12.0,45.0,18.0,30.0,13.0,51.0,15.0,14.0,87.0,57.0,83.0,1.1,0.57
20200217,0,乌鲁木齐,79.0,58.0,62.0,67.0,69.0,8.0,7.0,48.0,35.0,50.0,101.0,79.0,90.0,1.37,1.22
20200217,0,乐山,71.0,51.0,31.0,92.0,72.0,9.0,6.0,30.0,14.0,31.0,81.0,56.0,70.0,0.53,0.43
20200217,0,九江,29.0,14.0,13.0,29.0,25.0,9.0,8.0,19.0,7.0,53.0,89.0,75.0,83.0,0.76,0.69
20200217,0,乳山,24.0,7.0,6.0,24.0,31.0,8.0,8.0,5.0,6.0,73.0,84.0,79.0,82.0,1.5,1.45
20200217,0,云浮,17.0,6.0,4.0,13.0,10.0,9.0,12.0,4.0,11.0,54.0,54.0,39.0,43.0,0.45,0.5
20200217,0,五家渠,114.0,86.0,108.0,138.0,127.0,11.0,14.0,30.0,34.0,82.0,119.0,104.0,108.0,1.5,1.8
20200217,0,亳州,50.0,30.0,33.0,50.0,50.0,5.0,5.0,16.0,12.0,55.0,96.0,61.0,87.0,0.4,0.5
