date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20200205,0,七台河,51.0,36.0,41.0,29.0,54.0,12.0,10.0,21.0,23.0,62.0,74.0,65.0,69.0,0.7,0.9
20200205,0,三亚,25.0,13.0,13.0,25.0,23.0,4.0,4.0,5.0,5.0,62.0,77.0,64.0,73.0,0.3,0.3
20200205,0,三明,24.0,17.0,23.0,17.0,26.0,4.0,5.0,7.0,9.0,29.0,49.0,34.0,43.0,0.53,0.6
20200205,0,三门峡,120.0,91.0,98.0,113.0,97.0,10.0,12.0,13.0,17.0,98.0,120.0,107.0,110.0,1.1,1.07
20200205,0,上海,33.0,23.0,19.0,22.0,21.0,5.0,5.0,46.0,29.0,50.0,99.0,71.0,91.0,0.53,0.51
20200205,0,上饶,54.0,38.0,27.0,48.0,38.0,4.0,3.0,9.0,7.0,39.0,70.0,47.0,64.0,0.65,0.55
20200205,0,东莞,31.0,22.0,13.0,19.0,11.0,10.0,8.0,14.0,10.0,22.0,58.0,34.0,50.0,0.68,0.62
20200205,0,东营,22.0,7.0,28.0,11.0,43.0,6.0,10.0,2.0,8.0,70.0,74.0,71.0,72.0,0.25,0.6
20200205,0,中卫,99.0,74.0,25.0,99.0,48.0,22.0,13.0,49.0,22.0,37.0,100.0,74.0,90.0,1.2,0.7
20200205,0,中山,21.0,15.0,11.0,19.0,14.0,3.0,3.0,20.0,15.0,19.0,57.0,31.0,46.0,0.77,0.67
20200205,0,临夏州,78.0,51.0,47.0,105.0,73.0,17.0,16.0,20.0,17.0,43.0,113.0,65.0,98.0,1.6,1.4
20200205,0,临安,61.0,44.0,45.0,55.0,64.0,2.0,3.0,14.0,10.0,22.0,65.0,38.0,57.0,1.3,1.3
20200205,0,临汾,129.0,98.0,77.0,116.0,95.0,42.0,33.0,38.0,35.0,42.0,127.0,75.0,107.0,1.32,1.28
20200205,0,临沂,55.0,33.0,58.0,60.0,76.0,4.0,10.0,12.0,17.0,51.0,110.0,66.0,93.0,0.68,0.9
20200205,0,临沧,55.0,39.0,30.0,32.0,32.0,7.0,7.0,9.0,9.0,62.0,107.0,79.0,100.0,0.75,0.7
20200205,0,丹东,29.0,9.0,21.0,29.0,39.0,11.0,16.0,3.0,10.0,62.0,73.0,62.0,67.0,0.35,0.7
