city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg,,,,,,,,,,,
Hefei,20181202,5.875,49.25,1.4095833333333332,149.85714285714286,145.29166666666666,42,192.125,,,,,,,,,,,
Hohhot,20181202,28.416666666666668,52.958333333333336,1.4408333333333332,232.08333333333331,74.91666666666667,55,160.04166666666666,,,,,,,,,,,
Jinan,20181202,14.875,74.54166666666667,1.9775,211.54166666666663,145.29166666666666,25,190.41666666666663,,,,,,,,,,,
Kunming,20181202,18.666666666666668,33,0.7629166666666666,37.875,19.541666666666668,71,37.91666666666666,,,,,,,,,,,
Lanzhou,20181202,20.08333333333333,42.75,0.8370833333333333,456.8333333333333,92.41666666666669,57,282.875,,,,,,,,,,,
Lhasa,20181202,6.208333333333333,24.875,0.6075,48.04166666666666,20.291666666666668,69,44.458333333333336,,,,,,,,,,,
Nanchang,20181202,7.125,57.625,1.94125,134.91666666666666,88.16666666666667,40,117.45833333333331,,,,,,,,,,,
Nanjing,20181202,7.75,59.91666666666666,0.9395833333333332,112.45833333333331,77.70833333333333,14,103.54166666666669,,,,,,,,,,,
Nanning,20181202,6.916666666666667,26.75,0.8854166666666666,45.125,24.125,52,43.958333333333336,,,,,,,,,,,
Shanghai,20181202,5.958333333333333,46.833333333333336,0.4795833333333333,39.91304347826087,27.70833333333333,51,43.875,,,,,,,,,,,
Shenyang,20181202,19.041666666666668,30.83333333333333,0.8883333333333333,55.66666666666666,28.125,48,53.04166666666666,,,,,,,,,,,
Shijiazhuang,20181202,12.166666666666666,55.66666666666666,1.74,345,177.20833333333334,33,227.25,,,,,,,,,,,
Taiyuan,20181202,53.125,90.875,2.317083333333333,340.875,189.625,26,244.125,,,,,,,,,,,
Tianjin,20181202,14.333333333333334,66.5,2.544583333333333,142.20833333333334,117.29166666666669,10,154.95833333333334,,,,,,,,,,,
Urumqi,20181202,6.75,38.66666666666666,1.1520833333333331,450.875,66.45833333333333,30,218.95833333333331,,,,,,,,,,,
Wuhan,20181202,7.541666666666667,48.208333333333336,1.8233333333333333,126.70833333333331,112.20833333333331,12,146.95833333333334,,,,,,,,,,,
Xi'an,20181202,14.25,63.5,2.1266666666666665,372.1666666666667,201.04166666666663,15,298.9583333333333,,,,,,,,,,,
Xining,20181202,23.416666666666668,44.75,1.8541666666666667,257.6666666666667,55.125,47,195.16666666666663,,,,,,,,,,,
Yinchuan,20181202,12.958333333333334,38.5,1.1241666666666668,436.5,85.45833333333333,54,336.6666666666667,,,,,,,,,,,
Zhengzhou,20181202,10.333333333333334,59.125,2.429583333333333,186.5,168.54166666666666,12,218.54166666666663,,,,,,,,,,,
Beijing,20181203,3,22.58333333333333,0.5520833333333334,262,67.54166666666667,56,190.58333333333331,,,,,,,,,,,
Changchun,20181203,10.916666666666666,21.625,0.6625,97.04166666666669,31.20833333333333,61,77.20833333333333,,,,,,,,,,,
Changsha,20181203,6.208333333333333,34.083333333333336,1.5045833333333334,33,55.25,28,75.125,,,,,,,,,,,
Chengdu,20181203,6.958333333333333,45.66666666666666,0.8870833333333333,117.29166666666669,44,49,85.20833333333333,,,,,,,,,,,
Chongqing,20181203,8.541666666666666,40.708333333333336,0.965,75.5,44.91666666666666,30,66.25,,,,,,,,,,,
Fuzhou,20181203,7.541666666666667,44.208333333333336,0.6333333333333333,77.875,39.66666666666666,93,64.58333333333333,,,,,,,,,,,
Guangzhou,20181203,9.208333333333334,58.79166666666666,0.7050000000000001,69.91666666666667,37.125,73,60.333333333333336,,,,,,,,,,,
Guiyang,20181203,17.291666666666668,34.583333333333336,0.5991666666666667,67.5,34.208333333333336,65,61.125,,,,,,,,,,,
Haikou,20181203,3.6666666666666665,11.541666666666666,0.4745833333333333,31.166666666666668,12.625,52,31.166666666666668,,,,,,,,,,,
Hangzhou,20181203,7.708333333333333,55.25,1.2045833333333331,62.333333333333336,43.41666666666666,8,60.958333333333336,,,,,,,,,,,
Harbin,20181203,15.666666666666666,19.916666666666668,0.6666666666666666,74.79166666666667,25.20833333333333,52,59.875,,,,,,,,,,,
Hefei,20181203,3.75,39.75,1.3891666666666669,94.6,88.70833333333333,15,117.5,,,,,,,,,,,
Hohhot,20181203,16.125,26.58333333333333,0.9254166666666668,223.66666666666663,43.66666666666666,63,137.70833333333334,,,,,,,,,,,
Jinan,20181203,7.708333333333333,47.583333333333336,1.617916666666667,207.91666666666663,109.91666666666669,31,159.20833333333334,,,,,,,,,,,
Kunming,20181203,18.041666666666668,38.958333333333336,0.8525,43.083333333333336,18.83333333333333,67,42.66666666666666,,,,,,,,,,,
Lanzhou,20181203,18.291666666666668,36.333333333333336,0.8041666666666667,316.3333333333333,75.33333333333333,61,194.75,,,,,,,,,,,
Lhasa,20181203,4.416666666666667,14.416666666666666,0.4883333333333333,34.791666666666664,11.583333333333334,73,34.708333333333336,,,,,,,,,,,
Nanchang,20181203,6.625,35.666666666666664,1.4800000000000002,49.458333333333336,28.791666666666668,27,45.083333333333336,,,,,,,,,,,
Nanjing,20181203,6.875,49.083333333333336,1.07125,134.70833333333334,105.16666666666669,11,139,,,,,,,,,,,
Nanning,20181203,6.541666666666667,21.95833333333333,0.7504166666666667,38.66666666666666,19.166666666666668,57,38.66666666666666,,,,,,,,,,,
Shanghai,20181203,6.458333333333333,63,0.7641666666666667,50.93333333333333,52.04166666666666,20,71.41666666666667,,,,,,,,,,,
Shenyang,20181203,12.666666666666666,25.95833333333333,0.62375,137.70833333333334,41.875,42,101.66666666666669,,,,,,,,,,,
Shijiazhuang,20181203,10.541666666666666,50.5,1.3354166666666665,327.3333333333333,135.75,35,226.75,,,,,,,,,,,
Taiyuan,20181203,18.125,35,0.6808333333333333,319.375,74.25,41,186.54166666666663,,,,,,,,,,,
Tianjin,20181203,8.083333333333334,36.583333333333336,0.9866666666666668,271.2083333333333,76.20833333333333,47,207.375,,,,,,,,,,,
Urumqi,20181203,7.208333333333333,42.333333333333336,1.294166666666667,78.04166666666667,35.125,35,63.583333333333336,,,,,,,,,,,
Wuhan,20181203,5.333333333333333,39.708333333333336,1.768333333333333,57.625,51.958333333333336,28,71.33333333333333,,,,,,,,,,,
Xi'an,20181203,14.041666666666666,40.04166666666666,0.8483333333333333,574.1666666666666,102.45833333333331,33,406.3333333333333,,,,,,,,,,,
Xining,20181203,18,37.833333333333336,1.3645833333333333,448.75,86.33333333333333,51,330.2083333333333,,,,,,,,,,,
Yinchuan,20181203,18.33333333333333,23.5,1.02625,322.1666666666667,64.29166666666667,49,210.83333333333331,,,,,,,,,,,
Zhengzhou,20181203,12.333333333333334,49.16666666666666,1.9220833333333327,263.6666666666667,138.125,36,204.125,,,,,,,,,,,
Beijing,20181204,2.625,24.375,0.3695833333333334,70.95833333333333,15.625,58,60.79166666666666,,,,,,,,,,,
Changchun,20181204,11.708333333333334,18.95833333333333,0.5650000000000001,28.33333333333333,14.333333333333334,46,28.25,,,,,,,,,,,
Changsha,20181204,5.875,31.625,1.1283333333333334,77.61904761904762,39.25,34,66.95833333333333,,,,,10510.51087,,,41395.03261,,,
Chengdu,20181204,7.791666666666667,55.41666666666666,0.775,245.625,73.625,29,148,,,,,,,,,,,
Chongqing,20181204,10.666666666666666,43.458333333333336,1.0295833333333333,85,47.41666666666666,14,68.58333333333333,,,,,,,,,,,
Fuzhou,20181204,8,38.875,0.7191666666666667,66.16666666666667,35.166666666666664,84,57.29166666666666,,,,,,,,,,,
Guangzhou,20181204,7.958333333333333,65.79166666666667,0.8941666666666667,76.5,41.66666666666666,98,63.41666666666666,,,,,,,,,,,
Guiyang,20181204,10.166666666666666,21.041666666666668,0.7833333333333333,54.583333333333336,35.541666666666664,34,53.583333333333336,,,,,,,,,,,
Haikou,20181204,4.5,9.666666666666666,0.45125,27.291666666666668,11.791666666666666,59,27.291666666666668,,,,,,,,,,,
Hangzhou,20181204,6.833333333333333,42.04166666666666,1.1045833333333333,34.375,21.25,18,33.458333333333336,,,,,,,,,,,
Harbin,20181204,15.5,18.45833333333333,0.65125,25.75,14.041666666666666,47,26.20833333333333,,,,,,,,,,,
Hefei,20181204,4.75,33.083333333333336,0.8966666666666666,69.88888888888889,29.70833333333333,32,50.625,,,,,,,,,,,
Hohhot,20181204,16.5,28.291666666666668,1.0116666666666667,114.125,28.08333333333333,63,82.25,,,,,,,,,,,
Jinan,20181204,15.833333333333334,47.04166666666666,0.7395833333333334,181,47.54166666666666,34,115.75,,,,,,,,,,,
Kunming,20181204,18.541666666666668,40.91666666666666,0.8883333333333333,46.583333333333336,21.25,71,45.375,,,,,,,,,,,
Lanzhou,20181204,18.20833333333333,45.41666666666666,0.88375,182.625,53.25,61,116.54166666666669,,,,,,,,,,,
Lhasa,20181204,5.208333333333333,28.95833333333333,0.7275,48.208333333333336,19.45833333333333,70,41.54166666666666,,,,,,,,,,,
Nanchang,20181204,3.458333333333333,26.95833333333333,1.83375,21.541666666666668,12,14,24.45833333333333,,,,,,,,,,,
Nanjing,20181204,5.083333333333333,29.08333333333333,0.7220833333333333,46.958333333333336,23,35,43.16666666666666,,,,,,,,,,,
Nanning,20181204,7.333333333333333,26.45833333333333,0.7866666666666666,45.208333333333336,22.58333333333333,52,44.5,,,,,,,,,,,
Shanghai,20181204,5.5,36.16666666666666,0.5858333333333333,29.666666666666668,25.416666666666668,52,42.333333333333336,,,,,,,,,,,
Shenyang,20181204,13.833333333333334,23.291666666666668,0.5341666666666667,45.5,19.75,47,45.16666666666666,,,,,,,,,,,
Shijiazhuang,20181204,12.833333333333334,41.333333333333336,0.6124999999999999,198.58333333333331,53.125,58,125.75,,,,,,,,,,,
Taiyuan,20181204,14.583333333333334,31.08333333333333,0.59,164.29166666666666,38.75,66,107.33333333333331,,,,,,,,,,,
Tianjin,20181204,11.833333333333334,41.29166666666666,0.6433333333333333,100.91666666666669,22.20833333333333,52,75.75,,,,,,,,,,,
Urumqi,20181204,8.666666666666666,47.91666666666666,1.6375,134.25,69.41666666666667,25,96.33333333333331,,,,,,,,,,,
Wuhan,20181204,5.583333333333333,30.791666666666668,1.1725,120.6086956521739,52.5,30,86.5,,,,,,,,,,,
Xi'an,20181204,18.125,40.625,0.85,354.625,79.33333333333333,42,225.125,,,,,,,,,,,
