date,hour,city,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20200508,0,Shanghai,33.0,20.0,25.0,33.0,36.0,5.0,6.0,16.0,22.0,80.0,120.0,87.0,111.0,0.52,0.57
20200508,0,Urumqi,55.0,15.0,16.0,59.0,41.0,8.0,8.0,63.0,30.0,40.0,118.0,94.0,109.0,0.67,0.52
20200508,0,Lanzhou,82.0,36.0,31.0,113.0,60.0,6.0,6.0,15.0,28.0,81.0,88.0,77.0,80.0,0.3,0.45
20200508,0,Beijing,119.0,90.0,75.0,53.0,69.0,2.0,8.0,34.0,35.0,28.0,108.0,55.0,91.0,1.25,1.32
20200508,0,Nanjing,44.0,23.0,31.0,44.0,52.0,5.0,6.0,18.0,24.0,84.0,148.0,119.0,136.0,0.61,0.71
20200508,0,Nanning,40.0,20.0,23.0,40.0,50.0,6.0,7.0,22.0,21.0,48.0,121.0,60.0,101.0,0.64,0.61
20200508,0,Nanchang,48.0,28.0,29.0,48.0,47.0,9.0,8.0,31.0,25.0,25.0,98.0,55.0,79.0,0.68,0.79
20200508,0,Hefei,56.0,40.0,44.0,62.0,63.0,8.0,7.0,30.0,32.0,89.0,132.0,107.0,118.0,0.62,0.68
20200508,0,Hohhot,39.0,12.0,23.0,39.0,51.0,7.0,9.0,27.0,20.0,83.0,158.0,115.0,153.0,0.64,0.69
20200508,0,Harbin,69.0,16.0,33.0,88.0,72.0,11.0,14.0,16.0,31.0,93.0,145.0,107.0,127.0,0.37,0.53
20200508,0,Tianjin,71.0,52.0,66.0,18.0,65.0,4.0,9.0,35.0,54.0,66.0,120.0,48.0,88.0,0.77,1.09
20200508,0,Taiyuan,63.0,45.0,60.0,47.0,74.0,4.0,5.0,29.0,30.0,53.0,110.0,58.0,88.0,0.91,0.91
20200508,0,Guangzhou,26.0,9.0,11.0,26.0,28.0,6.0,6.0,31.0,23.0,11.0,88.0,33.0,71.0,0.58,0.56
20200508,0,Chengdu,18.0,4.0,21.0,10.0,32.0,4.0,5.0,17.0,21.0,57.0,85.0,66.0,71.0,0.49,0.59
20200508,0,Lhasa,38.0,10.0,9.0,31.0,29.0,6.0,6.0,8.0,10.0,122.0,147.0,132.0,139.0,0.37,0.38
20200508,0,Kunming,52.0,29.0,21.0,53.0,43.0,11.0,8.0,41.0,21.0,71.0,111.0,96.0,107.0,0.65,0.48
