date,hour,city,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20200516,0,Shanghai,96.0,72.0,33.0,52.0,42.0,6.0,7.0,78.0,43.0,35.0,136.0,46.0,108.0,1.01,0.81
20200516,0,Urumqi,90.0,23.0,17.0,130.0,59.0,6.0,7.0,32.0,29.0,69.0,134.0,107.0,125.0,0.42,0.42
20200516,0,Lanzhou,43.0,27.0,33.0,43.0,87.0,6.0,13.0,39.0,38.0,69.0,152.0,95.0,126.0,0.45,0.57
20200516,0,Beijing,52.0,26.0,40.0,54.0,53.0,3.0,2.0,30.0,21.0,65.0,111.0,90.0,104.0,0.57,0.56
20200516,0,Nanjing,85.0,63.0,40.0,96.0,55.0,7.0,7.0,83.0,37.0,29.0,165.0,89.0,152.0,1.11,0.94
20200516,0,Nanning,27.0,13.0,14.0,27.0,29.0,6.0,6.0,15.0,15.0,42.0,81.0,50.0,71.0,0.54,0.59
20200516,0,Nanchang,41.0,27.0,12.0,41.0,17.0,10.0,5.0,38.0,24.0,26.0,80.0,41.0,65.0,0.49,0.44
20200516,0,Hefei,56.0,32.0,33.0,62.0,51.0,5.0,5.0,52.0,34.0,43.0,154.0,80.0,134.0,0.64,0.64
20200516,0,Hohhot,91.0,46.0,51.0,132.0,158.0,16.0,12.0,31.0,33.0,62.0,154.0,98.0,141.0,0.55,0.54
20200516,0,Harbin,69.0,36.0,26.0,87.0,70.0,13.0,13.0,36.0,25.0,63.0,158.0,103.0,150.0,0.49,0.49
20200516,0,Tianjin,44.0,31.0,32.0,30.0,47.0,6.0,7.0,18.0,24.0,94.0,119.0,88.0,108.0,0.63,0.7
20200516,0,Taiyuan,59.0,22.0,51.0,68.0,123.0,12.0,17.0,47.0,52.0,63.0,207.0,106.0,160.0,0.5,0.82
20200516,0,Guangzhou,27.0,11.0,16.0,27.0,36.0,5.0,5.0,30.0,25.0,18.0,134.0,52.0,109.0,0.58,0.63
20200516,0,Chengdu,118.0,89.0,69.0,138.0,108.0,6.0,5.0,38.0,36.0,122.0,231.0,174.0,210.0,0.69,0.64
20200516,0,Lhasa,42.0,12.0,11.0,42.0,29.0,6.0,7.0,14.0,13.0,104.0,122.0,111.0,117.0,0.37,0.4
20200516,0,Kunming,63.0,37.0,22.0,75.0,42.0,13.0,9.0,48.0,21.0,58.0,129.0,92.0,121.0,0.73,0.52
20200516,0,Hangzhou,63.0,45.0,26.0,70.0,46.0,5.0,5.0,53.0,32.0,14.0,111.0,39.0,90.0,0.8,0.66
20200516,0,Wuhan,54.0,38.0,53.0,57.0,74.0,7.0,7.0,63.0,46.0,22.0,127.0,72.0,105.0,1.08,1.12
20200516,0,Shenyang,39.0,19.0,15.0,39.0,56.0,5.0,10.0,27.0,19.0,39.0,116.0,58.0,102.0,0.56,0.49
20200516,0,Jinan,140.0,107.0,78.0,197.0,147.0,11.0,11.0,76.0,40.0,50.0,231.0,137.0,198.0,1.3,1.01
20200516,0,Haikou,16.0,11.0,9.0,14.0,21.0,4.0,4.0,7.0,7.0,41.0,81.0,46.0,67.0,0.47,0.47
20200516,0,Shijiazhuang,63.0,45.0,62.0,62.0,113.0,6.0,14.0,21.0,34.0,99.0,187.0,139.0,175.0,0.64,0.67
20200516,0,Fuzhou,47.0,12.0,29.0,47.0,68.0,5.0,4.0,28.0,22.0,27.0,134.0,69.0,112.0,0.64,0.72
20200516,0,Xining,44.0,28.0,29.0,44.0,56.0,7.0,14.0,53.0,33.0,28.0,103.0,70.0,96.0,0.6,0.73
20200516,0,Xi'an,106.0,23.0,32.0,161.0,103.0,6.0,8.0,21.0,58.0,73.0,187.0,117.0,158.0,0.38,0.63
20200516,0,Guiyang,49.0,25.0,21.0,49.0,39.0,7.0,6.0,28.0,19.0,52.0,163.0,103.0,137.0,0.61,0.66
20200516,0,Zhengzhou,70.0,27.0,42.0,90.0,109.0,12.0,10.0,40.0,59.0,111.0,217.0,155.0,192.0,0.69,0.67
20200516,0,Chongqing,50.0,27.0,23.0,50.0,38.0,7.0,6.0,60.0,36.0,37.0,178.0,105.0,150.0,0.81,0.83
20200516,0,Yinchuan,77.0,32.0,39.0,104.0,120.0,7.0,9.0,26.0,29.0,92.0,126.0,104.0,122.0,0.32,0.42
20200516,0,Changchun,58.0,23.0,22.0,66.0,60.0,5.0,4.0,31.0,24.0,60.0,116.0,72.0,107.0,0.5,0.42
