city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg
Beijing,20200307,2.9166666666666665,20.291666666666668,0.6683333333333333,44.916666666666664,62.833333333333336,88.0,84.79166666666667
Changchun,20200307,9.5,25.791666666666668,0.75375,64.54166666666667,65.75,88.0,88.5
Changsha,20200307,4.333333333333333,31.375,1.0579166666666666,22.541666666666668,31.041666666666668,28.0,44.166666666666664
Chengdu,20200307,7.833333333333333,34.166666666666664,0.6525,77.33333333333333,55.625,99.0,76.54166666666667
Chongqing,20200307,8.166666666666666,35.75,0.8870833333333333,71.33333333333333,49.875,85.0,68.79166666666667
Fuzhou,20200307,4.916666666666667,33.166666666666664,0.6583333333333333,39.541666666666664,37.0,74.0,52.25
Guangzhou,20200307,6.166666666666667,51.291666666666664,0.6795833333333333,46.833333333333336,23.375,52.0,46.458333333333336
Guiyang,20200307,10.416666666666666,13.458333333333334,0.6391666666666667,45.791666666666664,30.416666666666668,82.0,45.666666666666664
Haikou,20200307,3.0,9.833333333333334,0.4691666666666667,19.625,9.25,68.0,20.25
Hangzhou,20200307,5.166666666666667,42.791666666666664,0.8158333333333333,47.75,34.291666666666664,62.0,48.958333333333336
Harbin,20200307,15.0,24.833333333333332,0.8112499999999999,81.54166666666667,76.45833333333333,129.0,101.875
Hefei,20200307,6.25,38.041666666666664,0.7516666666666666,54.166666666666664,48.75,93.0,67.33333333333333
Hohhot,20200307,16.583333333333332,33.583333333333336,0.9375,37.541666666666664,21.708333333333332,81.0,36.125
Jinan,20200307,9.541666666666666,36.875,0.9008333333333334,114.0,81.375,114.0,108.04166666666667
Kunming,20200307,6.166666666666667,11.666666666666666,0.38916666666666666,25.708333333333332,16.541666666666668,96.0,30.125
Lanzhou,20200307,23.5,65.70833333333333,1.2879166666666666,93.08333333333333,39.625,125.0,71.75
Lhasa,20200307,6.041666666666667,7.541666666666667,0.42083333333333334,37.291666666666664,10.958333333333334,99.0,40.416666666666664
Nanchang,20200307,4.708333333333333,24.541666666666668,0.6658333333333334,24.125,16.625,51.0,25.666666666666668
Nanjing,20200307,7.166666666666667,35.458333333333336,0.7912499999999999,62.833333333333336,41.708333333333336,129.0,58.958333333333336
Nanning,20200307,6.791666666666667,21.458333333333332,0.8404166666666666,38.458333333333336,24.708333333333332,61.0,38.666666666666664
Shanghai,20200307,6.416666666666667,36.375,0.7066666666666667,44.916666666666664,59.416666666666664,105.0,80.33333333333333
Shenyang,20200307,13.458333333333334,40.041666666666664,0.8366666666666666,56.75,43.166666666666664,85.0,61.041666666666664
Shijiazhuang,20200307,14.5,46.916666666666664,1.0516666666666665,134.5,87.375,104.0,118.41666666666667
Taiyuan,20200307,13.708333333333334,43.125,0.6445833333333334,68.29166666666667,27.625,92.0,59.416666666666664
Tianjin,20200307,6.416666666666667,34.458333333333336,1.1187500000000001,69.83333333333333,108.75,104.0,143.41666666666666
Urumqi,20200307,6.458333333333333,14.458333333333334,0.6595833333333333,19.833333333333332,17.625,75.0,27.791666666666668
Wuhan,20200307,8.708333333333334,19.833333333333332,1.1058333333333332,42.208333333333336,34.5,104.0,49.291666666666664
Xi'an,20200307,12.458333333333334,58.916666666666664,0.9841666666666667,127.5,87.75,95.0,116.08333333333333
Xining,20200307,17.125,36.5,1.2862500000000001,72.79166666666667,37.5,104.0,61.208333333333336
Yinchuan,20200307,21.125,33.708333333333336,0.9908333333333333,84.08333333333333,27.166666666666668,107.0,66.875
Zhengzhou,20200307,10.083333333333334,40.541666666666664,0.9308333333333333,118.29166666666667,94.16666666666667,138.0,125.29166666666667
