city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg
Beijing,20200107,3.9583333333333335,21.75,0.37999999999999995,19.25,12.958333333333334,61.0,21.75
Changchun,20200107,27.25,48.916666666666664,1.4120833333333334,152.58333333333334,156.70833333333334,41.0,200.58333333333334
Changsha,20200107,4.833333333333333,30.875,1.4416666666666667,18.041666666666668,19.958333333333332,60.0,28.625
Chengdu,20200107,7.541666666666667,52.0,1.0341666666666667,85.58333333333333,56.708333333333336,72.0,77.33333333333333
Chongqing,20200107,7.291666666666667,41.125,0.9954166666666667,53.541666666666664,37.875,55.0,53.875
Fuzhou,20200107,5.791666666666667,49.791666666666664,0.8016666666666667,78.41666666666667,53.0,51.0,72.75
Guangzhou,20200107,6.916666666666667,70.58333333333333,0.8908333333333333,68.95833333333333,30.708333333333332,94.0,59.666666666666664
Guiyang,20200107,19.291666666666668,27.833333333333332,0.8233333333333334,51.208333333333336,29.875,65.0,46.333333333333336
Haikou,20200107,3.5833333333333335,14.041666666666666,0.5995833333333332,31.75,13.208333333333334,72.0,31.75
Hangzhou,20200107,6.958333333333333,49.333333333333336,1.3925,70.5,34.625,11.0,55.916666666666664
Harbin,20200107,39.833333333333336,64.375,1.2654166666666666,139.45833333333334,137.04166666666666,32.0,173.75
Hefei,20200107,4.083333333333333,42.458333333333336,1.5025000000000002,22.833333333333332,20.833333333333332,34.0,35.416666666666664
Hohhot,20200107,17.625,45.75,1.30875,67.16666666666667,64.41666666666667,67.0,84.875
Jinan,20200107,9.416666666666666,45.0,1.3733333333333333,36.458333333333336,34.583333333333336,51.0,48.458333333333336
Kunming,20200107,9.875,36.875,0.6754166666666667,39.708333333333336,24.166666666666668,70.0,40.625
Lanzhou,20200107,25.833333333333332,55.083333333333336,1.4166666666666667,78.58333333333333,53.625,42.0,73.58333333333333
Lhasa,20200107,6.5,30.791666666666668,0.9495833333333333,41.5,20.125,74.0,38.708333333333336
Nanchang,20200107,5.416666666666667,36.0,1.4058333333333335,53.333333333333336,32.458333333333336,57.0,48.583333333333336
Nanjing,20200107,3.875,40.333333333333336,1.3008333333333333,19.541666666666668,16.083333333333332,17.0,27.708333333333332
Nanning,20200107,8.458333333333334,34.125,0.71,62.041666666666664,29.583333333333332,74.0,55.708333333333336
Shanghai,20200107,6.291666666666667,51.833333333333336,1.15625,31.25,33.208333333333336,36.0,47.375
Shenyang,20200107,19.625,36.708333333333336,1.0183333333333333,126.25,106.83333333333333,69.0,141.125
Shijiazhuang,20200107,11.208333333333334,50.458333333333336,1.6416666666666666,115.83333333333333,96.91666666666667,35.0,128.95833333333334
Taiyuan,20200107,30.833333333333332,38.208333333333336,1.1558333333333333,85.375,76.45833333333333,60.0,102.20833333333333
Tianjin,20200107,9.666666666666666,54.625,1.195,42.041666666666664,48.875,40.0,67.04166666666667
Urumqi,20200107,8.625,83.20833333333333,2.4095833333333334,129.79166666666666,152.04166666666666,23.0,195.04166666666666
Wuhan,20200107,5.5,36.875,1.35625,20.041666666666668,16.375,47.0,27.708333333333332
Xi'an,20200107,11.0,41.5,0.9795833333333333,92.83333333333333,76.45833333333333,69.0,101.79166666666667
Xining,20200107,16.208333333333332,52.333333333333336,2.6308333333333334,73.875,70.20833333333333,63.0,94.125
Yinchuan,20200107,15.25,44.208333333333336,1.0887499999999999,69.375,46.416666666666664,61.0,65.45833333333333
Zhengzhou,20200107,7.916666666666667,40.083333333333336,1.6241666666666665,60.916666666666664,74.95833333333333,54.0,100.375
