city,date,SO_2,NO_2,CO,PM_10,PM_2_5,O3_8h_max,AQI_avg
Beijing,20200602,2.3333333333333335,25.0,0.3475,69.95833333333333,22.583333333333332,156.0,56.916666666666664
Changchun,20200602,5.916666666666667,32.916666666666664,0.54625,40.458333333333336,20.291666666666668,121.0,40.416666666666664
Changsha,20200602,9.333333333333334,21.875,0.9241666666666667,35.541666666666664,24.583333333333332,89.0,38.458333333333336
Chengdu,20200602,3.5833333333333335,21.583333333333332,0.38999999999999996,22.791666666666668,10.75,133.0,30.833333333333332
Chongqing,20200602,5.291666666666667,28.0,0.53125,24.208333333333332,13.875,108.0,25.458333333333332
Fuzhou,20200602,3.8333333333333335,19.75,0.49833333333333335,24.583333333333332,13.208333333333334,110.0,27.875
Guangzhou,20200602,6.291666666666667,36.833333333333336,0.7570833333333334,25.75,13.75,29.0,26.291666666666668
Guiyang,20200602,6.791666666666667,12.583333333333334,0.4970833333333333,24.666666666666668,11.166666666666666,88.0,25.5
Haikou,20200602,3.875,8.916666666666666,0.54625,21.041666666666668,8.5,59.0,20.916666666666668
Hangzhou,20200602,5.166666666666667,26.791666666666668,0.6325,32.083333333333336,14.791666666666666,101.0,32.166666666666664
Harbin,20200602,10.958333333333334,15.791666666666666,0.39916666666666667,19.208333333333332,6.791666666666667,88.0,22.958333333333332
Hefei,20200602,4.583333333333333,25.083333333333332,0.5375,54.333333333333336,24.375,143.0,52.125
Hohhot,20200602,8.583333333333334,18.916666666666668,0.5020833333333333,132.54166666666666,38.0,110.0,91.5
Jinan,20200602,11.166666666666666,28.791666666666668,0.8345833333333333,154.70833333333334,44.833333333333336,147.0,102.70833333333333
Kunming,20200602,10.458333333333334,25.833333333333332,0.6675,47.458333333333336,17.708333333333332,106.0,45.291666666666664
Lanzhou,20200602,12.375,49.208333333333336,0.88625,70.70833333333333,24.125,149.0,61.666666666666664
Lhasa,20200602,6.0,13.583333333333334,0.47500000000000003,17.916666666666668,8.375,128.0,38.958333333333336
Nanchang,20200602,20.041666666666668,24.833333333333332,0.42333333333333334,41.25,22.291666666666668,91.0,40.333333333333336
Nanjing,20200602,7.833333333333333,24.375,0.8612500000000001,49.833333333333336,24.625,200.0,50.375
Nanning,20200602,5.083333333333333,13.916666666666666,0.5441666666666667,31.25,13.0,76.0,31.583333333333332
Shanghai,20200602,7.5,32.125,0.6841666666666666,43.291666666666664,27.541666666666668,192.0,55.25
Shenyang,20200602,21.458333333333332,29.541666666666668,0.8445833333333334,38.291666666666664,17.791666666666668,112.0,41.541666666666664
Shijiazhuang,20200602,10.208333333333334,33.5,0.43375,83.66666666666667,23.25,127.0,66.625
Taiyuan,20200602,10.791666666666666,32.625,0.43625,142.58333333333334,40.833333333333336,132.0,96.5
Tianjin,20200602,4.125,27.458333333333332,0.6083333333333333,97.45833333333333,35.333333333333336,164.0,76.0
Urumqi,20200602,7.541666666666667,31.666666666666668,0.5433333333333333,63.791666666666664,15.291666666666666,114.0,54.875
Wuhan,20200602,5.458333333333333,24.75,0.7683333333333334,45.5,29.333333333333332,114.0,45.958333333333336
Xi'an,20200602,7.041666666666667,38.916666666666664,0.49124999999999996,62.541666666666664,19.708333333333332,100.0,54.416666666666664
Xining,20200602,14.875,30.208333333333332,0.7687499999999999,53.375,24.916666666666668,123.0,50.75
Yinchuan,20200602,13.541666666666666,37.916666666666664,0.4945833333333334,77.16666666666667,24.375,114.0,62.625
Zhengzhou,20200602,9.458333333333334,32.208333333333336,0.5329166666666666,146.70833333333334,28.583333333333332,131.0,98.625
