date,hour,city,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20181221,0,Shanghai,48.0,23.0,26.0,37.0,42.0,7.0,8.0,95.0,67.0,7.0,71.0,26.0,60.0,0.71,0.61
20181221,0,Urumqi,85.0,63.0,55.0,14.0,61.0,7.0,8.0,55.0,47.0,13.0,38.0,19.0,27.0,1.6,1.42
20181221,0,Lanzhou,59.0,29.0,72.0,68.0,137.0,40.0,34.0,76.0,77.0,6.0,64.0,29.0,44.0,0.77,2.17
20181221,0,Beijing,115.0,87.0,52.0,137.0,92.0,16.0,11.0,89.0,74.0,5.0,15.0,5.0,10.0,1.92,1.2
20181221,0,Nanjing,85.0,63.0,29.0,102.0,53.0,10.0,8.0,73.0,61.0,5.0,58.0,12.0,40.0,1.16,0.72
20181221,0,Nanning,72.0,50.0,48.0,94.0,79.0,9.0,8.0,59.0,58.0,10.0,49.0,6.0,27.0,1.37,1.16
20181221,0,Nanchang,64.0,46.0,37.0,74.0,53.0,8.0,6.0,43.0,38.0,5.0,31.0,10.0,22.0,0.99,0.84
20181221,0,Hefei,71.0,52.0,46.0,68.0,59.0,6.0,6.0,64.0,61.0,4.0,63.0,15.0,43.0,1.11,0.96
20181221,0,Hohhot,136.0,104.0,51.0,174.0,101.0,38.0,29.0,65.0,62.0,6.0,29.0,7.0,16.0,2.77,1.82
20181221,0,Harbin,111.0,84.0,76.0,108.0,104.0,38.0,40.0,55.0,53.0,18.0,48.0,21.0,36.0,1.07,1.09
20181221,0,Tianjin,68.0,49.0,58.0,67.0,105.0,17.0,22.0,68.0,84.0,10.0,48.0,7.0,23.0,1.16,1.57
20181221,0,Taiyuan,286.0,236.0,89.0,399.0,199.0,158.0,59.0,111.0,84.0,8.0,17.0,7.0,10.0,3.79,1.9
20181221,0,Guangzhou,57.0,31.0,62.0,64.0,99.0,7.0,9.0,61.0,81.0,15.0,114.0,21.0,69.0,0.79,1.05
20181221,0,Chengdu,191.0,144.0,155.0,187.0,210.0,6.0,10.0,49.0,57.0,11.0,39.0,16.0,22.0,0.97,1.19
20181221,0,Lhasa,49.0,27.0,18.0,49.0,31.0,6.0,6.0,34.0,25.0,59.0,99.0,71.0,90.0,0.75,0.62
20181221,0,Kunming,33.0,17.0,10.0,33.0,25.0,22.0,11.0,48.0,28.0,21.0,79.0,41.0,68.0,0.84,0.62
20181221,0,Hangzhou,101.0,76.0,72.0,134.0,128.0,10.0,11.0,65.0,72.0,4.0,6.0,4.0,5.0,1.33,1.25
20181221,0,Wuhan,74.0,54.0,42.0,72.0,51.0,8.0,6.0,59.0,56.0,3.0,33.0,5.0,21.0,1.03,0.91
20181221,0,Shenyang,70.0,51.0,72.0,90.0,111.0,51.0,52.0,62.0,64.0,12.0,44.0,12.0,28.0,1.98,1.95
20181221,0,Jinan,150.0,115.0,106.0,191.0,189.0,30.0,31.0,68.0,82.0,19.0,62.0,22.0,44.0,1.4,1.44
20181221,0,Haikou,34.0,14.0,18.0,34.0,40.0,5.0,5.0,13.0,18.0,32.0,65.0,38.0,55.0,0.63,0.65
20181221,0,Shijiazhuang,124.0,94.0,133.0,155.0,215.0,29.0,33.0,92.0,82.0,3.0,39.0,17.0,30.0,1.63,2.01
20181221,0,Fuzhou,88.0,65.0,53.0,80.0,105.0,7.0,7.0,43.0,63.0,30.0,59.0,24.0,40.0,0.82,0.9
20181221,0,Xining,61.0,35.0,61.0,72.0,112.0,21.0,43.0,41.0,59.0,46.0,55.0,47.0,47.0,1.17,3.23
20181221,0,Xi'an,234.0,184.0,184.0,235.0,248.0,35.0,39.0,90.0,99.0,9.0,39.0,16.0,26.0,2.17,2.61
20181221,0,Guiyang,53.0,32.0,47.0,55.0,71.0,24.0,27.0,38.0,39.0,15.0,25.0,14.0,16.0,0.7,0.89
20181221,0,Zhengzhou,284.0,234.0,230.0,275.0,256.0,28.0,35.0,106.0,99.0,5.0,38.0,11.0,28.0,2.46,2.4
20181221,0,Chongqing,125.0,95.0,104.0,123.0,135.0,14.0,12.0,62.0,56.0,10.0,39.0,19.0,29.0,1.05,1.1
