date,hour,city,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20190204,0,Shanghai,169.0,128.0,69.0,132.0,58.0,11.0,9.0,43.0,38.0,23.0,59.0,32.0,42.0,1.66,1.32
20190204,0,Urumqi,133.0,101.0,83.0,89.0,101.0,9.0,8.0,62.0,50.0,22.0,54.0,36.0,44.0,1.42,1.57
20190204,0,Lanzhou,65.0,38.0,31.0,79.0,81.0,18.0,18.0,49.0,40.0,25.0,75.0,36.0,64.0,1.1,0.93
20190204,0,Beijing,61.0,14.0,40.0,71.0,157.0,3.0,3.0,12.0,14.0,61.0,79.0,71.0,77.0,0.31,0.4
20190204,0,Nanjing,180.0,136.0,95.0,162.0,117.0,7.0,7.0,48.0,32.0,15.0,58.0,34.0,53.0,1.39,1.16
20190204,0,Nanning,55.0,39.0,29.0,57.0,41.0,9.0,9.0,31.0,20.0,33.0,79.0,51.0,68.0,0.89,0.79
20190204,0,Nanchang,85.0,63.0,46.0,94.0,73.0,4.0,5.0,13.0,26.0,54.0,68.0,54.0,59.0,1.16,1.11
20190204,0,Hefei,191.0,144.0,97.0,134.0,86.0,3.0,3.0,40.0,25.0,16.0,57.0,28.0,48.0,1.61,1.27
20190204,0,Hohhot,97.0,31.0,39.0,143.0,172.0,16.0,16.0,20.0,23.0,54.0,81.0,61.0,75.0,0.82,0.95
20190204,0,Harbin,45.0,24.0,70.0,45.0,108.0,31.0,31.0,16.0,25.0,48.0,67.0,49.0,56.0,0.56,0.85
20190204,0,Tianjin,104.0,41.0,68.0,157.0,178.0,9.0,7.0,21.0,23.0,53.0,78.0,62.0,70.0,0.94,0.98
20190204,0,Taiyuan,94.0,39.0,35.0,138.0,155.0,18.0,9.0,29.0,13.0,49.0,94.0,76.0,90.0,0.67,0.47
20190204,0,Guangzhou,58.0,39.0,28.0,65.0,48.0,4.0,4.0,66.0,38.0,18.0,120.0,52.0,100.0,1.11,0.81
20190204,0,Chengdu,91.0,68.0,46.0,104.0,65.0,7.0,5.0,50.0,31.0,28.0,98.0,63.0,85.0,0.92,0.99
20190204,0,Lhasa,58.0,37.0,13.0,65.0,32.0,7.0,6.0,36.0,22.0,36.0,79.0,64.0,71.0,1.02,0.74
20190204,0,Kunming,33.0,17.0,19.0,33.0,28.0,10.0,14.0,26.0,23.0,50.0,93.0,68.0,86.0,0.85,0.66
20190204,0,Hangzhou,119.0,90.0,57.0,111.0,76.0,7.0,8.0,17.0,24.0,49.0,70.0,53.0,58.0,1.18,1.13
20190204,0,Wuhan,134.0,102.0,73.0,157.0,115.0,11.0,10.0,40.0,29.0,44.0,71.0,54.0,63.0,1.2,1.04
20190204,0,Shenyang,57.0,22.0,80.0,64.0,127.0,12.0,16.0,14.0,26.0,55.0,69.0,56.0,60.0,0.5,0.9
20190204,0,Jinan,115.0,83.0,106.0,180.0,189.0,36.0,23.0,54.0,40.0,16.0,70.0,29.0,58.0,1.3,1.4
20190204,0,Haikou,19.0,8.0,11.0,19.0,21.0,5.0,5.0,2.0,9.0,34.0,72.0,41.0,56.0,0.4,0.45
20190204,0,Shijiazhuang,125.0,36.0,93.0,200.0,214.0,12.0,12.0,47.0,34.0,30.0,88.0,59.0,80.0,0.91,1.07
20190204,0,Fuzhou,138.0,105.0,71.0,123.0,88.0,5.0,5.0,51.0,45.0,10.0,56.0,17.0,44.0,1.48,1.14
20190204,0,Xining,65.0,42.0,30.0,80.0,62.0,18.0,14.0,50.0,31.0,24.0,59.0,40.0,48.0,1.3,1.13
20190204,0,Xi'an,69.0,38.0,34.0,88.0,125.0,9.0,8.0,38.0,24.0,40.0,95.0,57.0,83.0,0.7,0.52
20190204,0,Guiyang,46.0,32.0,27.0,44.0,39.0,16.0,12.0,11.0,11.0,64.0,93.0,70.0,80.0,0.81,0.77
20190204,0,Zhengzhou,72.0,25.0,72.0,94.0,146.0,15.0,12.0,34.0,33.0,58.0,90.0,68.0,82.0,0.64,0.97
20190204,0,Chongqing,91.0,68.0,56.0,92.0,77.0,14.0,7.0,32.0,28.0,41.0,100.0,56.0,79.0,0.95,0.93
20190204,0,Yinchuan,70.0,23.0,21.0,90.0,82.0,8.0,14.0,12.0,15.0,70.0,85.0,71.0,79.0,0.72,0.7
20190204,0,Changchun,52.0,28.0,81.0,54.0,115.0,9.0,17.0,10.0,27.0,58.0,75.0,61.0,66.0,0.6,1.04
20190204,0,Changsha,88.0,64.0,66.0,126.0,105.0,12.0,9.0,19.0,18.0,56.0,82.0,68.0,72.0,0.93,1.11
20190204,1,Shanghai,187.0,141.0,74.0,142.0,61.0,10.0,9.0,43.0,38.0,22.0,57.0,22.0,22.0,1.68,1.37
20190204,1,Urumqi,135.0,103.0,83.0,101.0,102.0,11.0,9.0,66.0,51.0,18.0,54.0,18.0,18.0,1.55,1.58
20190204,1,Lanzhou,65.0,33.0,31.0,79.0,81.0,15.0,18.0,47.0,41.0,26.0,75.0,26.0,26.0,0.93,0.93
20190204,1,Beijing,56.0,13.0,34.0,62.0,153.0,3.0,3.0,12.0,12.0,58.0,79.0,58.0,58.0,0.29,0.35
20190204,1,Nanjing,180.0,136.0,97.0,162.0,119.0,7.0,7.0,46.0,32.0,13.0,58.0,13.0,13.0,1.44,1.16
20190204,1,Nanning,54.0,38.0,29.0,56.0,41.0,9.0,9.0,31.0,21.0,27.0,79.0,27.0,27.0,0.9,0.79
20190204,1,Nanchang,89.0,66.0,47.0,89.0,73.0,3.0,5.0,12.0,25.0,51.0,68.0,51.0,51.0,1.07,1.11
20190204,1,Hefei,186.0,140.0,101.0,126.0,88.0,3.0,3.0,40.0,26.0,11.0,57.0,11.0,11.0,1.64,1.3
20190204,1,Hohhot,88.0,31.0,39.0,125.0,172.0,16.0,16.0,20.0,23.0,52.0,81.0,52.0,52.0,0.83,0.97
20190204,1,Harbin,41.0,17.0,63.0,41.0,100.0,28.0,31.0,12.0,24.0,51.0,67.0,51.0,51.0,0.54,0.82
20190204,1,Tianjin,96.0,39.0,62.0,141.0,176.0,9.0,7.0,19.0,21.0,54.0,78.0,54.0,54.0,0.92,0.92
20190204,1,Taiyuan,98.0,42.0,35.0,145.0,155.0,23.0,10.0,34.0,13.0,40.0,94.0,40.0,40.0,0.74,0.5
20190204,1,Guangzhou,56.0,38.0,29.0,61.0,49.0,4.0,4.0,61.0,39.0,15.0,120.0,15.0,15.0,1.07,0.83
20190204,1,Chengdu,93.0,69.0,45.0,102.0,64.0,7.0,6.0,50.0,31.0,22.0,96.0,22.0,22.0,1.03,0.9
20190204,1,Lhasa,47.0,29.0,15.0,47.0,34.0,6.0,6.0,32.0,23.0,36.0,82.0,36.0,36.0,1.2,0.8
20190204,1,Kunming,29.0,18.0,19.0,29.0,28.0,11.0,14.0,27.0,22.0,46.0,95.0,46.0,46.0,1.1,0.65
20190204,1,Hangzhou,124.0,94.0,59.0,116.0,79.0,7.0,8.0,15.0,22.0,49.0,70.0,49.0,49.0,1.19,1.14
20190204,1,Wuhan,136.0,104.0,75.0,154.0,119.0,11.0,10.0,38.0,29.0,44.0,71.0,44.0,44.0,1.24,1.04
20190204,1,Shenyang,54.0,21.0,78.0,57.0,125.0,14.0,16.0,17.0,26.0,50.0,67.0,50.0,50.0,0.51,0.89
20190204,1,Jinan,113.0,81.0,104.0,175.0,190.0,29.0,24.0,49.0,40.0,17.0,70.0,17.0,17.0,1.25,1.38
20190204,1,Haikou,23.0,8.0,11.0,23.0,21.0,5.0,5.0,3.0,8.0,33.0,72.0,33.0,33.0,0.4,0.45
20190204,1,Shijiazhuang,128.0,40.0,87.0,206.0,213.0,12.0,12.0,47.0,34.0,28.0,88.0,28.0,28.0,0.79,1.01
20190204,1,Fuzhou,125.0,95.0,73.0,102.0,89.0,4.0,5.0,41.0,45.0,15.0,56.0,15.0,15.0,1.4,1.14
20190204,1,Xining,67.0,47.0,31.0,84.0,62.0,19.0,15.0,49.0,33.0,26.0,59.0,26.0,26.0,1.37,1.17
20190204,1,Xi'an,69.0,43.0,33.0,87.0,118.0,9.0,8.0,38.0,25.0,35.0,95.0,35.0,35.0,0.72,0.53
20190204,1,Guiyang,46.0,32.0,27.0,44.0,40.0,14.0,12.0,9.0,11.0,62.0,93.0,62.0,62.0,0.81,0.78
20190204,1,Zhengzhou,70.0,26.0,68.0,89.0,143.0,16.0,13.0,31.0,32.0,60.0,90.0,60.0,60.0,0.65,0.94
20190204,1,Chongqing,90.0,67.0,57.0,92.0,78.0,13.0,7.0,28.0,28.0,41.0,100.0,41.0,41.0,0.93,0.92
20190204,1,Yinchuan,81.0,25.0,21.0,112.0,83.0,11.0,13.0,13.0,15.0,66.0,85.0,66.0,66.0,0.74,0.68
20190204,1,Changchun,39.0,23.0,78.0,39.0,111.0,9.0,16.0,8.0,26.0,58.0,74.0,58.0,58.0,0.59,0.98
20190204,1,Changsha,86.0,64.0,66.0,121.0,107.0,11.0,9.0,19.0,18.0,53.0,82.0,53.0,53.0,0.98,1.09
20190204,2,Shanghai,203.0,153.0,79.0,153.0,65.0,9.0,9.0,43.0,39.0,21.0,55.0,22.0,22.0,1.7,1.42
20190204,2,Urumqi,144.0,110.0,84.0,98.0,103.0,12.0,9.0,66.0,51.0,17.0,54.0,17.0,18.0,1.63,1.57
20190204,2,Lanzhou,65.0,37.0,31.0,80.0,82.0,17.0,17.0,41.0,41.0,33.0,75.0,30.0,30.0,0.77,0.97
20190204,2,Beijing,53.0,11.0,29.0,56.0,149.0,2.0,3.0,16.0,11.0,52.0,79.0,55.0,59.0,0.28,0.3
20190204,2,Nanjing,176.0,133.0,99.0,168.0,123.0,7.0,7.0,44.0,31.0,12.0,58.0,13.0,14.0,1.5,1.17
20190204,2,Nanning,55.0,39.0,30.0,58.0,42.0,9.0,9.0,22.0,21.0,31.0,79.0,29.0,30.0,0.89,0.8
20190204,2,Nanchang,91.0,68.0,49.0,84.0,73.0,4.0,5.0,11.0,23.0,54.0,68.0,52.0,52.0,1.06,1.13
20190204,2,Hefei,173.0,131.0,105.0,130.0,88.0,3.0,3.0,36.0,27.0,12.0,56.0,12.0,12.0,1.64,1.33
20190204,2,Hohhot,86.0,37.0,39.0,122.0,171.0,17.0,16.0,23.0,23.0,47.0,81.0,49.0,53.0,0.92,0.97
20190204,2,Harbin,26.0,13.0,57.0,26.0,90.0,27.0,31.0,10.0,22.0,53.0,67.0,52.0,52.0,0.48,0.79
20190204,2,Tianjin,132.0,49.0,56.0,214.0,177.0,10.0,7.0,24.0,20.0,43.0,78.0,48.0,55.0,0.95,0.86
20190204,2,Taiyuan,101.0,49.0,35.0,152.0,155.0,32.0,10.0,38.0,14.0,33.0,94.0,36.0,40.0,0.87,0.51
20190204,2,Guangzhou,56.0,39.0,29.0,62.0,49.0,4.0,4.0,59.0,40.0,10.0,120.0,12.0,16.0,1.12,0.83
20190204,2,Chengdu,95.0,71.0,46.0,103.0,66.0,8.0,6.0,49.0,31.0,18.0,98.0,20.0,22.0,1.1,0.97
20190204,2,Lhasa,49.0,28.0,15.0,49.0,34.0,6.0,6.0,31.0,22.0,35.0,82.0,35.0,38.0,1.1,0.8
20190204,2,Kunming,27.0,18.0,19.0,27.0,28.0,20.0,13.0,27.0,22.0,48.0,95.0,47.0,47.0,1.3,0.7
20190204,2,Hangzhou,128.0,97.0,62.0,121.0,83.0,7.0,8.0,15.0,22.0,46.0,70.0,47.0,49.0,1.24,1.14
20190204,2,Wuhan,138.0,105.0,77.0,151.0,121.0,10.0,11.0,40.0,30.0,37.0,71.0,40.0,45.0,1.28,1.08
20190204,2,Shenyang,52.0,15.0,76.0,53.0,123.0,13.0,16.0,13.0,25.0,53.0,67.0,51.0,52.0,0.48,0.86
20190204,2,Jinan,113.0,77.0,102.0,176.0,189.0,21.0,24.0,41.0,40.0,24.0,70.0,20.0,20.0,1.12,1.36
20190204,2,Haikou,22.0,9.0,10.0,22.0,21.0,5.0,5.0,3.0,8.0,36.0,72.0,35.0,36.0,0.4,0.45
20190204,2,Shijiazhuang,120.0,41.0,81.0,189.0,211.0,18.0,12.0,51.0,35.0,22.0,88.0,25.0,29.0,1.11,1.0
20190204,2,Fuzhou,115.0,87.0,75.0,104.0,89.0,4.0,5.0,36.0,45.0,19.0,56.0,17.0,17.0,1.34,1.18
20190204,2,Xining,68.0,47.0,32.0,86.0,62.0,17.0,15.0,43.0,34.0,28.0,59.0,27.0,28.0,1.3,1.2
20190204,2,Xi'an,67.0,37.0,33.0,84.0,112.0,9.0,8.0,34.0,25.0,36.0,95.0,36.0,37.0,0.71,0.53
20190204,2,Guiyang,47.0,33.0,27.0,47.0,40.0,12.0,12.0,8.0,11.0,59.0,93.0,61.0,62.0,0.81,0.79
20190204,2,Zhengzhou,70.0,26.0,64.0,90.0,139.0,16.0,13.0,28.0,32.0,62.0,90.0,61.0,61.0,0.65,0.91
20190204,2,Chongqing,89.0,66.0,57.0,90.0,79.0,11.0,7.0,27.0,28.0,37.0,100.0,39.0,41.0,0.93,0.91
20190204,2,Yinchuan,91.0,28.0,21.0,132.0,84.0,12.0,13.0,13.0,15.0,63.0,85.0,64.0,66.0,0.74,0.66
20190204,2,Changchun,33.0,23.0,74.0,30.0,108.0,10.0,15.0,9.0,25.0,57.0,74.0,58.0,58.0,0.59,0.98
