date,hour,city,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20190128,0,Shanghai,36.0,23.0,18.0,36.0,37.0,6.0,7.0,58.0,45.0,33.0,90.0,53.0,80.0,0.5,0.48
20190128,0,Urumqi,128.0,97.0,138.0,,143.0,10.0,11.0,57.0,55.0,37.0,58.0,37.0,46.0,1.68,1.93
20190128,0,Lanzhou,53.0,27.0,25.0,56.0,52.0,26.0,18.0,72.0,39.0,7.0,88.0,51.0,78.0,1.03,0.57
20190128,0,Beijing,38.0,6.0,49.0,38.0,102.0,2.0,9.0,11.0,45.0,61.0,72.0,66.0,67.0,0.22,0.87
20190128,0,Nanjing,74.0,54.0,35.0,92.0,62.0,9.0,9.0,81.0,47.0,11.0,80.0,32.0,68.0,0.61,0.51
20190128,0,Nanning,61.0,44.0,86.0,72.0,116.0,9.0,12.0,32.0,46.0,103.0,139.0,113.0,122.0,0.87,1.07
20190128,0,Nanchang,95.0,55.0,35.0,139.0,83.0,9.0,16.0,77.0,45.0,17.0,73.0,39.0,61.0,0.88,0.74
20190128,0,Hefei,125.0,95.0,54.0,132.0,83.0,10.0,10.0,62.0,59.0,25.0,71.0,26.0,57.0,0.81,0.68
20190128,0,Hohhot,29.0,7.0,38.0,29.0,89.0,13.0,18.0,28.0,32.0,51.0,81.0,60.0,74.0,0.68,1.05
20190128,0,Harbin,66.0,26.0,70.0,81.0,125.0,15.0,25.0,18.0,40.0,42.0,61.0,38.0,52.0,0.64,1.08
20190128,0,Tianjin,77.0,26.0,89.0,104.0,126.0,6.0,21.0,21.0,61.0,60.0,61.0,31.0,41.0,0.59,1.36
20190128,0,Taiyuan,68.0,38.0,214.0,85.0,268.0,16.0,108.0,44.0,93.0,36.0,54.0,30.0,33.0,0.7,2.47
20190128,0,Guangzhou,108.0,81.0,63.0,129.0,85.0,6.0,8.0,69.0,57.0,56.0,160.0,86.0,139.0,1.03,0.98
20190128,0,Chengdu,84.0,62.0,65.0,80.0,83.0,5.0,5.0,36.0,32.0,24.0,34.0,26.0,28.0,1.03,1.0
