date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20181218,0,七台河,62.0,19.0,24.0,73.0,69.0,17.0,8.0,60.0,56.0,38.0,76.0,36.0,60.0,0.5,0.5
20181218,0,三亚,33.0,23.0,15.0,29.0,22.0,4.0,4.0,12.0,11.0,78.0,86.0,63.0,75.0,0.8,0.6
20181218,0,三明,42.0,23.0,21.0,42.0,42.0,5.0,7.0,41.0,29.0,5.0,85.0,20.0,70.0,0.83,0.77
20181218,0,三门峡,133.0,101.0,60.0,132.0,148.0,27.0,22.0,74.0,64.0,5.0,57.0,14.0,37.0,1.87,1.43
20181218,0,上海,140.0,107.0,102.0,159.0,130.0,15.0,13.0,120.0,88.0,10.0,76.0,18.0,60.0,1.9,1.17
20181218,0,上饶,117.0,69.0,50.0,183.0,97.0,14.0,16.0,55.0,40.0,11.0,82.0,38.0,65.0,1.2,1.3
20181218,0,东莞,60.0,43.0,24.0,69.0,41.0,13.0,9.0,77.0,38.0,6.0,98.0,28.0,81.0,1.02,0.84
20181218,0,东营,128.0,97.0,103.0,160.0,173.0,71.0,35.0,92.0,71.0,11.0,73.0,16.0,55.0,1.45,1.17
20181218,0,中卫,93.0,69.0,42.0,91.0,64.0,56.0,31.0,75.0,45.0,10.0,67.0,20.0,48.0,1.0,0.7
20181218,0,中山,66.0,48.0,28.0,73.0,51.0,7.0,9.0,81.0,48.0,4.0,95.0,22.0,71.0,1.23,1.0
20181218,0,临夏州,201.0,151.0,106.0,191.0,145.0,39.0,37.0,42.0,42.0,15.0,92.0,30.0,61.0,2.75,2.35
20181218,0,临安,66.0,32.0,38.0,81.0,78.0,2.0,2.0,17.0,19.0,17.0,43.0,13.0,32.0,,1.2
20181218,0,临汾,129.0,98.0,47.0,147.0,100.0,78.0,36.0,54.0,39.0,9.0,79.0,19.0,64.0,2.94,2.0
20181218,0,临沂,159.0,121.0,158.0,230.0,300.0,86.0,48.0,85.0,79.0,7.0,68.0,12.0,43.0,2.6,2.23
20181218,0,临沧,64.0,46.0,27.0,59.0,53.0,12.0,15.0,15.0,19.0,19.0,74.0,36.0,55.0,0.9,1.0
20181218,0,丹东,109.0,82.0,90.0,116.0,120.0,31.0,50.0,44.0,42.0,8.0,48.0,16.0,33.0,2.33,1.83
20181218,0,丽水,42.0,24.0,37.0,42.0,61.0,6.0,7.0,31.0,31.0,15.0,80.0,26.0,57.0,0.53,0.73
20181218,0,丽江,31.0,17.0,16.0,31.0,36.0,10.0,8.0,13.0,15.0,58.0,77.0,58.0,69.0,0.7,0.7
20181218,0,义乌,35.0,,,,33.0,13.0,15.0,70.0,61.0,2.0,86.0,11.0,61.0,1.45,1.3
20181218,0,乌兰察布,49.0,28.0,16.0,49.0,28.0,25.0,27.0,33.0,22.0,46.0,100.0,45.0,69.0,0.55,0.35
