date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20190312,0,七台河,55.0,39.0,37.0,57.0,62.0,6.0,10.0,64.0,44.0,27.0,92.0,59.0,78.0,1.2,0.9
20190312,0,三亚,39.0,27.0,24.0,34.0,36.0,2.0,2.0,13.0,11.0,49.0,122.0,89.0,105.0,0.9,0.75
20190312,0,三明,46.0,31.0,25.0,46.0,42.0,5.0,9.0,40.0,26.0,3.0,95.0,26.0,77.0,0.87,1.03
20190312,0,三门峡,63.0,23.0,29.0,75.0,82.0,5.0,6.0,77.0,41.0,9.0,98.0,56.0,89.0,0.53,0.63
20190312,0,上海,156.0,119.0,71.0,154.0,117.0,7.0,9.0,83.0,71.0,50.0,140.0,64.0,113.0,1.11,0.94
20190312,0,上饶,104.0,78.0,60.0,140.0,102.0,23.0,24.0,57.0,35.0,47.0,169.0,95.0,155.0,0.95,0.95
20190312,0,东莞,105.0,79.0,38.0,96.0,53.0,11.0,9.0,106.0,39.0,13.0,136.0,69.0,118.0,1.3,0.9
20190312,0,东营,66.0,40.0,39.0,81.0,59.0,27.0,9.0,65.0,27.0,24.0,107.0,55.0,97.0,0.57,0.45
20190312,0,中卫,52.0,18.0,22.0,54.0,56.0,9.0,10.0,43.0,22.0,48.0,108.0,81.0,104.0,0.55,0.5
20190312,0,中山,79.0,58.0,36.0,71.0,53.0,4.0,7.0,67.0,49.0,26.0,149.0,64.0,105.0,1.03,0.97
20190312,0,临夏州,67.0,30.0,20.0,84.0,50.0,19.0,19.0,36.0,29.0,41.0,115.0,73.0,108.0,1.1,0.95
20190312,0,临安,83.0,29.0,35.0,115.0,97.0,5.0,6.0,35.0,34.0,45.0,119.0,65.0,111.0,0.75,0.85
20190312,0,临汾,59.0,23.0,15.0,67.0,53.0,12.0,7.0,65.0,22.0,22.0,104.0,71.0,95.0,0.86,0.66
20190312,0,临沂,74.0,35.0,69.0,98.0,145.0,15.0,13.0,41.0,35.0,56.0,103.0,66.0,98.0,0.57,0.6
20190312,0,临沧,88.0,65.0,44.0,49.0,68.0,10.0,11.0,14.0,14.0,60.0,121.0,94.0,116.0,0.8,0.7
20190312,0,丹东,104.0,78.0,103.0,108.0,128.0,14.0,29.0,17.0,34.0,76.0,99.0,82.0,89.0,0.87,1.52
20190312,0,丽水,65.0,47.0,43.0,68.0,64.0,9.0,8.0,40.0,28.0,40.0,153.0,89.0,127.0,0.73,0.7
20190312,0,丽江,31.0,6.0,8.0,28.0,36.0,7.0,8.0,5.0,9.0,98.0,110.0,99.0,101.0,0.65,0.7
20190312,0,义乌,84.0,62.0,56.0,,88.0,,22.0,,39.0,,230.0,108.0,116.0,,1.2
20190312,0,乌兰察布,27.0,10.0,13.0,27.0,23.0,18.0,17.0,10.0,11.0,77.0,95.0,86.0,91.0,0.3,0.25
20190312,0,乌海,35.0,19.0,15.0,35.0,44.0,9.0,8.0,12.0,19.0,79.0,117.0,81.0,109.0,0.6,0.6
20190312,0,乌鲁木齐,65.0,47.0,42.0,47.0,48.0,5.0,5.0,38.0,32.0,36.0,58.0,41.0,51.0,1.45,1.25
20190312,0,乐山,75.0,55.0,51.0,67.0,50.0,8.0,7.0,48.0,34.0,53.0,119.0,74.0,106.0,0.9,0.83
20190312,0,九江,101.0,40.0,64.0,152.0,125.0,14.0,13.0,88.0,53.0,23.0,125.0,64.0,114.0,0.52,0.57
20190312,0,乳山,51.0,30.0,31.0,51.0,52.0,5.0,5.0,24.0,23.0,42.0,134.0,47.0,102.0,0.85,0.95
20190312,0,云浮,59.0,35.0,20.0,68.0,32.0,6.0,9.0,42.0,20.0,18.0,108.0,55.0,91.0,1.05,0.8
20190312,0,五家渠,59.0,42.0,38.0,42.0,50.0,4.0,5.0,16.0,7.0,45.0,75.0,57.0,73.0,1.2,0.9
20190312,0,亳州,66.0,32.0,34.0,82.0,89.0,9.0,6.0,28.0,29.0,56.0,104.0,75.0,97.0,0.45,0.45
20190312,0,伊春,45.0,22.0,22.0,45.0,43.0,6.0,15.0,16.0,22.0,69.0,97.0,73.0,81.0,0.55,0.8
20190312,0,伊犁哈萨克州,96.0,72.0,46.0,103.0,65.0,24.0,20.0,57.0,26.0,14.0,62.0,43.0,51.0,2.27,1.1
20190312,0,佛山,83.0,61.0,31.0,106.0,53.0,9.0,10.0,106.0,50.0,13.0,147.0,66.0,115.0,1.77,1.13
20190312,0,佳木斯,70.0,51.0,48.0,70.0,73.0,9.0,12.0,36.0,36.0,45.0,97.0,53.0,87.0,0.9,0.85
20190312,0,保定,60.0,18.0,39.0,70.0,72.0,4.0,7.0,10.0,28.0,80.0,97.0,80.0,92.0,0.22,0.5
20190312,0,保山,46.0,32.0,30.0,40.0,47.0,5.0,5.0,7.0,13.0,84.0,117.0,98.0,112.0,0.45,0.55
20190312,0,信阳,75.0,46.0,53.0,100.0,102.0,6.0,6.0,34.0,35.0,40.0,117.0,63.0,112.0,0.52,0.65
20190312,0,克州,103.0,32.0,25.0,156.0,164.0,7.0,7.0,28.0,23.0,53.0,95.0,76.0,92.0,0.5,0.4
20190312,0,克拉玛依,47.0,26.0,21.0,47.0,39.0,4.0,3.0,10.0,13.0,73.0,80.0,71.0,78.0,0.82,0.78
20190312,0,六安,72.0,29.0,53.0,94.0,124.0,6.0,7.0,85.0,45.0,31.0,91.0,57.0,81.0,0.55,0.6
20190312,0,六盘水,71.0,52.0,39.0,72.0,57.0,14.0,15.0,18.0,24.0,73.0,78.0,70.0,71.0,0.88,0.9
20190312,0,兰州,74.0,31.0,26.0,97.0,71.0,27.0,19.0,81.0,41.0,16.0,122.0,75.0,102.0,0.67,0.6
20190312,0,兴安盟,44.0,31.0,24.0,43.0,57.0,2.0,4.0,7.0,11.0,78.0,88.0,78.0,85.0,0.2,0.27
20190312,0,内江,79.0,58.0,47.0,78.0,69.0,13.0,15.0,49.0,42.0,64.0,138.0,80.0,126.0,1.18,1.1
20190312,0,凉山州,37.0,25.0,17.0,37.0,26.0,10.0,13.0,12.0,12.0,94.0,143.0,109.0,123.0,0.48,0.65
20190312,0,包头,23.0,7.0,22.0,19.0,45.0,7.0,16.0,13.0,31.0,72.0,91.0,79.0,86.0,0.36,0.8
20190312,0,北京,26.0,4.0,22.0,26.0,36.0,2.0,3.0,8.0,24.0,77.0,87.0,77.0,82.0,0.23,0.45
20190312,0,北海,55.0,39.0,26.0,55.0,41.0,8.0,7.0,39.0,19.0,64.0,114.0,87.0,102.0,1.2,1.0
20190312,0,十堰,69.0,40.0,29.0,88.0,71.0,11.0,11.0,55.0,38.0,15.0,94.0,39.0,82.0,0.9,0.7
20190312,0,南京,112.0,50.0,58.0,174.0,144.0,13.0,13.0,105.0,61.0,19.0,116.0,78.0,107.0,0.85,0.88
20190312,0,南充,99.0,74.0,59.0,137.0,99.0,9.0,8.0,84.0,50.0,20.0,126.0,58.0,111.0,1.24,1.02
20190312,0,南宁,86.0,64.0,45.0,110.0,71.0,14.0,12.0,80.0,46.0,15.0,125.0,51.0,99.0,1.47,1.2
20190312,0,南平,46.0,32.0,23.0,46.0,38.0,8.0,8.0,28.0,18.0,17.0,117.0,52.0,94.0,0.83,0.87
20190312,0,南昌,117.0,86.0,65.0,183.0,129.0,15.0,14.0,123.0,65.0,7.0,169.0,78.0,142.0,1.89,1.21
20190312,0,南通,187.0,141.0,65.0,191.0,113.0,11.0,14.0,94.0,56.0,17.0,119.0,68.0,107.0,1.1,0.9
20190312,0,南阳,91.0,53.0,50.0,132.0,107.0,5.0,5.0,67.0,45.0,10.0,105.0,45.0,97.0,1.0,0.88
20190312,0,博州,38.0,20.0,17.0,38.0,30.0,6.0,5.0,16.0,14.0,56.0,73.0,51.0,69.0,0.5,0.5
20190312,0,即墨,97.0,64.0,68.0,143.0,104.0,28.0,16.0,105.0,56.0,8.0,139.0,33.0,124.0,1.25,1.05
20190312,0,厦门,55.0,39.0,36.0,52.0,57.0,6.0,8.0,42.0,35.0,73.0,155.0,100.0,136.0,0.57,0.7
20190312,0,双鸭山,71.0,52.0,50.0,68.0,82.0,6.0,10.0,15.0,23.0,77.0,98.0,79.0,91.0,0.47,1.0
20190312,0,句容,105.0,61.0,60.0,159.0,119.0,7.0,8.0,84.0,46.0,9.0,134.0,67.0,122.0,1.15,1.05
20190312,0,台州,85.0,63.0,49.0,107.0,83.0,6.0,6.0,43.0,38.0,34.0,137.0,65.0,115.0,0.73,0.7
20190312,0,合肥,101.0,50.0,71.0,152.0,145.0,7.0,6.0,97.0,59.0,15.0,118.0,58.0,107.0,0.8,0.69
20190312,0,吉安,95.0,69.0,52.0,140.0,89.0,15.0,12.0,74.0,38.0,30.0,156.0,87.0,135.0,0.93,0.55
20190312,0,吉林,73.0,14.0,44.0,96.0,75.0,5.0,11.0,8.0,22.0,81.0,113.0,84.0,104.0,0.43,0.68
